Profile,Year,Goals,Assists,Plus,Minus,Penalties,Shots,Icetime_seconds,Hits,Shots_blocked,Penalties_against,Rating,T1_Profile,T1_Year,T1_Goals,T1_Assists,T1_Plus,T1_Minus,T1_Penalties,T1_Shots,T1_Icetime_seconds,T1_Hits,T1_Shots_blocked,T1_Penalties_against,T1_Rating,predict
https://en.khl.ru/players/15279/,2019/2020,4,6,26,40,20,86,74019,40.0,97.0,4.0,58.76,https://en.khl.ru/players/15279/,2020/2021,0.0,4.0,9.0,20.0,0.0,21.0,22916.0,20.0,22.0,1.0,11.859999999999998,79.1494164786673
https://en.khl.ru/players/15279/,2020/2021,0,4,9,20,0,21,22916,20.0,22.0,1.0,11.859999999999998,https://en.khl.ru/players/15279/,2021/2022,1.0,1.0,9.0,21.0,10.0,18.0,26590.0,18.0,34.0,6.0,5.499999999999998,76.79227028392405
https://en.khl.ru/players/15282/,2014/2015,5,12,28,35,60,84,67846,41.0,48.0,5.0,67.86,https://en.khl.ru/players/15282/,2015/2016,1.0,2.0,10.0,14.0,20.0,39.0,42652.0,28.0,40.0,1.0,20.25,82.18932194062617
https://en.khl.ru/players/15282/,2015/2016,1,2,10,14,20,39,42652,28.0,40.0,1.0,20.25,https://en.khl.ru/players/15282/,2016/2017,3.0,6.0,19.0,18.0,46.0,65.0,63101.0,61.0,74.0,4.0,67.42,85.29306399208056
https://en.khl.ru/players/15282/,2016/2017,3,6,19,18,46,65,63101,61.0,74.0,4.0,67.42,https://en.khl.ru/players/15282/,2021/2022,5.0,6.0,10.0,17.0,23.0,51.0,37320.0,19.0,39.0,1.0,40.03,88.662664451771
https://en.khl.ru/players/15299/,2014/2015,3,14,40,23,16,56,72886,57.0,60.0,9.0,154.32,https://en.khl.ru/players/15299/,2015/2016,8.0,12.0,37.0,23.0,22.0,69.0,67286.0,49.0,59.0,7.0,147.37,133.43975250515928
https://en.khl.ru/players/15299/,2015/2016,8,12,37,23,22,69,67286,49.0,59.0,7.0,147.37,https://en.khl.ru/players/15299/,2016/2017,1.0,10.0,24.0,18.0,20.0,54.0,44051.0,17.0,52.0,5.0,84.86,116.15331123536453
https://en.khl.ru/players/15299/,2016/2017,1,10,24,18,20,54,44051,17.0,52.0,5.0,84.86,https://en.khl.ru/players/15299/,2017/2018,3.0,7.0,23.0,24.0,32.0,76.0,63002.0,25.0,41.0,8.0,67.03,105.34420058567906
https://en.khl.ru/players/15299/,2017/2018,3,7,23,24,32,76,63002,25.0,41.0,8.0,67.03,https://en.khl.ru/players/15299/,2018/2019,0.0,7.0,18.0,20.0,14.0,49.0,48068.0,34.0,31.0,6.0,56.85,95.4832187436301
https://en.khl.ru/players/15299/,2018/2019,0,7,18,20,14,49,48068,34.0,31.0,6.0,56.85,https://en.khl.ru/players/15299/,2019/2020,8.0,16.0,35.0,24.0,10.0,88.0,75024.0,29.0,61.0,9.0,166.76999999999998,123.08332636438631
https://en.khl.ru/players/15299/,2019/2020,8,16,35,24,10,88,75024,29.0,61.0,9.0,166.76999999999998,https://en.khl.ru/players/15299/,2020/2021,4.0,8.0,19.0,19.0,16.0,69.0,38303.0,17.0,26.0,6.0,73.78,120.32497119005616
https://en.khl.ru/players/15299/,2020/2021,4,8,19,19,16,69,38303,17.0,26.0,6.0,73.78,https://en.khl.ru/players/15299/,2021/2022,5.0,12.0,33.0,33.0,18.0,78.0,54960.0,34.0,41.0,9.0,108.86,115.91463666076655
https://en.khl.ru/players/15317/,2014/2015,14,19,44,38,39,132,71807,38.0,40.0,4.0,168.22,https://en.khl.ru/players/15317/,2015/2016,8.0,32.0,49.0,49.0,16.0,164.0,91376.0,41.0,64.0,6.0,222.54,158.07341150605856
https://en.khl.ru/players/15317/,2015/2016,8,32,49,49,16,164,91376,41.0,64.0,6.0,222.54,https://en.khl.ru/players/15317/,2016/2017,9.0,24.0,51.0,52.0,40.0,145.0,85462.0,42.0,61.0,6.0,172.48999999999998,151.75183865080209
https://en.khl.ru/players/15317/,2016/2017,9,24,51,52,40,145,85462,42.0,61.0,6.0,172.48999999999998,https://en.khl.ru/players/15317/,2017/2018,7.0,24.0,44.0,48.0,37.0,148.0,71876.0,36.0,50.0,3.0,152.56,137.9680474359871
https://en.khl.ru/players/15317/,2017/2018,7,24,44,48,37,148,71876,36.0,50.0,3.0,152.56,https://en.khl.ru/players/15317/,2018/2019,5.0,14.0,32.0,32.0,20.0,133.0,64486.0,39.0,58.0,3.0,122.48,126.51690966835693
https://en.khl.ru/players/15375/,2014/2015,1,2,19,14,55,61,50873,47.0,50.0,8.0,45.03,https://en.khl.ru/players/15375/,2015/2016,1.0,6.0,18.0,21.0,50.0,36.0,43792.0,56.0,35.0,10.0,44.86,88.9133238007812
https://en.khl.ru/players/15375/,2015/2016,1,6,18,21,50,36,43792,56.0,35.0,10.0,44.86,https://en.khl.ru/players/15375/,2016/2017,1.0,3.0,21.0,17.0,26.0,36.0,41222.0,45.0,42.0,4.0,48.410000000000004,90.08492605498122
https://en.khl.ru/players/15375/,2016/2017,1,3,21,17,26,36,41222,45.0,42.0,4.0,48.410000000000004,https://en.khl.ru/players/15375/,2017/2018,1.0,8.0,20.0,25.0,26.0,45.0,46159.0,29.0,68.0,4.0,53.83,88.50405482902887
https://en.khl.ru/players/15375/,2017/2018,1,8,20,25,26,45,46159,29.0,68.0,4.0,53.83,https://en.khl.ru/players/15375/,2019/2020,1.0,2.0,14.0,18.0,30.0,28.0,38128.0,40.0,65.0,5.0,29.209999999999997,82.06590712286864
https://en.khl.ru/players/15375/,2019/2020,1,2,14,18,30,28,38128,40.0,65.0,5.0,29.209999999999997,https://en.khl.ru/players/15375/,2020/2021,2.0,1.0,12.0,17.0,20.0,18.0,28979.0,40.0,39.0,2.0,17.57,79.52817291608146
https://en.khl.ru/players/15416/,2014/2015,2,18,27,36,24,77,75292,84.0,36.0,4.0,106.31,https://en.khl.ru/players/15416/,2015/2016,5.0,6.0,29.0,25.0,46.0,68.0,57036.0,55.0,42.0,9.0,80.45,105.72712746256884
https://en.khl.ru/players/15416/,2015/2016,5,6,29,25,46,68,57036,55.0,42.0,9.0,80.45,https://en.khl.ru/players/15416/,2016/2017,4.0,14.0,23.0,31.0,30.0,88.0,65303.0,25.0,74.0,3.0,86.67,100.62308100183023
https://en.khl.ru/players/15416/,2016/2017,4,14,23,31,30,88,65303,25.0,74.0,3.0,86.67,https://en.khl.ru/players/15416/,2017/2018,2.0,11.0,25.0,18.0,28.0,71.0,48002.0,40.0,36.0,2.0,90.48,107.98143456437768
https://en.khl.ru/players/15416/,2017/2018,2,11,25,18,28,71,48002,40.0,36.0,2.0,90.48,https://en.khl.ru/players/15416/,2018/2019,3.0,11.0,26.0,29.0,16.0,102.0,58247.0,29.0,57.0,4.0,92.0,109.5236918664082
https://en.khl.ru/players/15416/,2018/2019,3,11,26,29,16,102,58247,29.0,57.0,4.0,92.0,https://en.khl.ru/players/15416/,2019/2020,2.0,12.0,43.0,26.0,30.0,69.0,56819.0,25.0,69.0,9.0,131.23,116.56055595279359
https://en.khl.ru/players/15416/,2019/2020,2,12,43,26,30,69,56819,25.0,69.0,9.0,131.23,https://en.khl.ru/players/15416/,2020/2021,6.0,30.0,45.0,26.0,18.0,123.0,71804.0,35.0,72.0,4.0,233.82,154.69505426479714
https://en.khl.ru/players/15416/,2020/2021,6,30,45,26,18,123,71804,35.0,72.0,4.0,233.82,https://en.khl.ru/players/15416/,2021/2022,5.0,21.0,45.0,37.0,36.0,92.0,59544.0,31.0,65.0,7.0,157.04,153.04220180661022
https://en.khl.ru/players/15525/,2014/2015,0,1,8,9,12,24,18644,34.0,16.0,4.0,22.05,https://en.khl.ru/players/15525/,2015/2016,2.0,6.0,17.0,14.0,18.0,44.0,39172.0,46.0,24.0,6.0,67.17,99.60313119229613
https://en.khl.ru/players/15525/,2015/2016,2,6,17,14,18,44,39172,46.0,24.0,6.0,67.17,https://en.khl.ru/players/15525/,2016/2017,0.0,3.0,7.0,13.0,10.0,30.0,25702.0,26.0,17.0,5.0,22.07,92.87322417887712
https://en.khl.ru/players/15533/,2014/2015,4,9,31,30,12,58,59815,60.0,28.0,12.0,104.56,https://en.khl.ru/players/15533/,2015/2016,0.0,1.0,8.0,5.0,27.0,13.0,16360.0,16.0,15.0,1.0,8.370000000000001,92.5134477054987
https://en.khl.ru/players/15533/,2015/2016,0,1,8,5,27,13,16360,16.0,15.0,1.0,8.370000000000001,https://en.khl.ru/players/15533/,2016/2017,4.0,8.0,27.0,15.0,27.0,46.0,40068.0,40.0,34.0,3.0,90.83,102.20797554066984
https://en.khl.ru/players/15533/,2016/2017,4,8,27,15,27,46,40068,40.0,34.0,3.0,90.83,https://en.khl.ru/players/15533/,2017/2018,9.0,11.0,23.0,28.0,26.0,83.0,52824.0,31.0,50.0,7.0,99.46000000000001,114.69254686768815
https://en.khl.ru/players/15533/,2017/2018,9,11,23,28,26,83,52824,31.0,50.0,7.0,99.46000000000001,https://en.khl.ru/players/15533/,2018/2019,4.0,3.0,14.0,16.0,4.0,53.0,31141.0,16.0,38.0,1.0,45.62,100.07091979957863
https://en.khl.ru/players/15533/,2018/2019,4,3,14,16,4,53,31141,16.0,38.0,1.0,45.62,https://en.khl.ru/players/15533/,2019/2020,2.0,6.0,18.0,28.0,10.0,58.0,41287.0,13.0,59.0,2.0,39.61,87.96734377169268
https://en.khl.ru/players/15533/,2019/2020,2,6,18,28,10,58,41287,13.0,59.0,2.0,39.61,https://en.khl.ru/players/15533/,2020/2021,2.0,0.0,10.0,16.0,22.0,25.0,23050.0,12.0,49.0,1.0,4.129999999999999,75.58375239603762
https://en.khl.ru/players/15533/,2020/2021,2,0,10,16,22,25,23050,12.0,49.0,1.0,4.129999999999999,https://en.khl.ru/players/15533/,2021/2022,1.0,1.0,12.0,11.0,11.0,24.0,30886.0,16.0,63.0,6.0,39.62,79.66144157618776
https://en.khl.ru/players/15564/,2014/2015,1,6,21,20,16,37,36809,46.0,56.0,5.0,65.89999999999999,https://en.khl.ru/players/15564/,2015/2016,2.0,15.0,25.0,30.0,22.0,66.0,53532.0,73.0,78.0,2.0,104.09,106.07290756385564
https://en.khl.ru/players/15564/,2015/2016,2,15,25,30,22,66,53532,73.0,78.0,2.0,104.09,https://en.khl.ru/players/15564/,2016/2017,4.0,17.0,46.0,22.0,16.0,100.0,63045.0,46.0,65.0,5.0,184.68,135.99675707534186
https://en.khl.ru/players/15564/,2016/2017,4,17,46,22,16,100,63045,46.0,65.0,5.0,184.68,https://en.khl.ru/players/15564/,2017/2018,9.0,13.0,36.0,18.0,12.0,112.0,62544.0,36.0,63.0,4.0,169.37,147.98000465737454
https://en.khl.ru/players/15564/,2017/2018,9,13,36,18,12,112,62544,36.0,63.0,4.0,169.37,https://en.khl.ru/players/15564/,2018/2019,1.0,7.0,21.0,12.0,0.0,57.0,28761.0,12.0,36.0,2.0,79.84,123.36722708860927
https://en.khl.ru/players/15564/,2018/2019,1,7,21,12,0,57,28761,12.0,36.0,2.0,79.84,https://en.khl.ru/players/15564/,2019/2020,5.0,7.0,36.0,18.0,10.0,115.0,59926.0,15.0,102.0,7.0,143.87,118.48158111387207
https://en.khl.ru/players/15564/,2019/2020,5,7,36,18,10,115,59926,15.0,102.0,7.0,143.87,https://en.khl.ru/players/15564/,2020/2021,4.0,7.0,18.0,17.0,8.0,47.0,36386.0,15.0,54.0,2.0,70.22,112.68653839449563
https://en.khl.ru/players/15564/,2020/2021,4,7,18,17,8,47,36386,15.0,54.0,2.0,70.22,https://en.khl.ru/players/15564/,2021/2022,2.0,8.0,28.0,16.0,8.0,68.0,37991.0,9.0,70.0,4.0,102.28999999999999,107.99685135134239
https://en.khl.ru/players/15567/,2014/2015,5,14,39,43,39,79,73610,81.0,51.0,11.0,117.16,https://en.khl.ru/players/15567/,2015/2016,4.0,8.0,15.0,21.0,37.0,55.0,45527.0,34.0,45.0,3.0,50.09,99.07202967052481
https://en.khl.ru/players/15567/,2015/2016,4,8,15,21,37,55,45527,34.0,45.0,3.0,50.09,https://en.khl.ru/players/15567/,2016/2017,2.0,2.0,18.0,17.0,14.0,36.0,39531.0,22.0,32.0,2.0,34.919999999999995,89.00903913638635
https://en.khl.ru/players/15567/,2016/2017,2,2,18,17,14,36,39531,22.0,32.0,2.0,34.919999999999995,https://en.khl.ru/players/15567/,2017/2018,3.0,3.0,24.0,16.0,47.0,61.0,46141.0,42.0,51.0,3.0,55.61,89.73458007862305
https://en.khl.ru/players/15567/,2017/2018,3,3,24,16,47,61,46141,42.0,51.0,3.0,55.61,https://en.khl.ru/players/15567/,2019/2020,0.0,3.0,21.0,20.0,18.0,45.0,41288.0,27.0,56.0,1.0,38.54,86.71230798386398
https://en.khl.ru/players/15567/,2019/2020,0,3,21,20,18,45,41288,27.0,56.0,1.0,38.54,https://en.khl.ru/players/15567/,2020/2021,0.0,4.0,8.0,13.0,14.0,11.0,19862.0,23.0,34.0,0.0,15.89,81.20792022515515
https://en.khl.ru/players/15567/,2020/2021,0,4,8,13,14,11,19862,23.0,34.0,0.0,15.89,https://en.khl.ru/players/15567/,2021/2022,4.0,3.0,22.0,33.0,24.0,59.0,47773.0,59.0,84.0,2.0,42.9,80.42960018305368
https://en.khl.ru/players/15586/,2014/2015,1,8,32,31,28,35,56448,86.0,42.0,3.0,72.14999999999999,https://en.khl.ru/players/15586/,2015/2016,3.0,10.0,28.0,24.0,40.0,32.0,56638.0,117.0,52.0,7.0,103.2,107.10075365513826
https://en.khl.ru/players/15586/,2015/2016,3,10,28,24,40,32,56638,117.0,52.0,7.0,103.2,https://en.khl.ru/players/15586/,2016/2017,2.0,3.0,11.0,16.0,25.0,31.0,37362.0,26.0,38.0,3.0,23.22,92.93280659668787
https://en.khl.ru/players/15586/,2016/2017,2,3,11,16,25,31,37362,26.0,38.0,3.0,23.22,https://en.khl.ru/players/15586/,2017/2018,2.0,9.0,27.0,23.0,66.0,36.0,66746.0,76.0,68.0,7.0,74.17,90.30019565859558
https://en.khl.ru/players/15586/,2017/2018,2,9,27,23,66,36,66746,76.0,68.0,7.0,74.17,https://en.khl.ru/players/15586/,2018/2019,1.0,7.0,28.0,33.0,20.0,21.0,40555.0,53.0,52.0,2.0,47.89999999999999,89.12402336045398
https://en.khl.ru/players/15586/,2018/2019,1,7,28,33,20,21,40555,53.0,52.0,2.0,47.89999999999999,https://en.khl.ru/players/15586/,2019/2020,2.0,0.0,12.0,18.0,12.0,21.0,30626.0,36.0,30.0,3.0,15.149999999999999,83.98491374557676
https://en.khl.ru/players/15586/,2019/2020,2,0,12,18,12,21,30626,36.0,30.0,3.0,15.149999999999999,https://en.khl.ru/players/15586/,2020/2021,0.0,7.0,14.0,9.0,6.0,25.0,28107.0,39.0,24.0,2.0,62.72,93.742858487649
https://en.khl.ru/players/15586/,2020/2021,0,7,14,9,6,25,28107,39.0,24.0,2.0,62.72,https://en.khl.ru/players/15586/,2021/2022,3.0,2.0,30.0,30.0,26.0,30.0,50296.0,57.0,71.0,1.0,46.099999999999994,92.12154084815893
https://en.khl.ru/players/15609/,2015/2016,1,1,6,19,8,29,19174,8.0,12.0,0.0,-12.37,https://en.khl.ru/players/15609/,2016/2017,1.0,1.0,10.0,23.0,14.0,25.0,24451.0,7.0,11.0,0.0,-16.92,70.1461498248021
https://en.khl.ru/players/15609/,2016/2017,1,1,10,23,14,25,24451,7.0,11.0,0.0,-16.92,https://en.khl.ru/players/15609/,2017/2018,0.0,2.0,16.0,21.0,6.0,34.0,31637.0,24.0,25.0,1.0,17.849999999999998,75.4602564840703
https://en.khl.ru/players/15609/,2017/2018,0,2,16,21,6,34,31637,24.0,25.0,1.0,17.849999999999998,https://en.khl.ru/players/15609/,2018/2019,0.0,0.0,9.0,27.0,30.0,61.0,38976.0,17.0,32.0,0.0,-27.52,67.34900948286517
https://en.khl.ru/players/15609/,2018/2019,0,0,9,27,30,61,38976,17.0,32.0,0.0,-27.52,https://en.khl.ru/players/15609/,2019/2020,1.0,0.0,12.0,8.0,39.0,36.0,19856.0,16.0,15.0,2.0,9.55,68.82024560495657
https://en.khl.ru/players/15609/,2019/2020,1,0,12,8,39,36,19856,16.0,15.0,2.0,9.55,https://en.khl.ru/players/15609/,2020/2021,6.0,16.0,39.0,44.0,28.0,126.0,71325.0,23.0,63.0,5.0,117.85,104.86192919074624
https://en.khl.ru/players/15609/,2020/2021,6,16,39,44,28,126,71325,23.0,63.0,5.0,117.85,https://en.khl.ru/players/15609/,2021/2022,1.0,11.0,16.0,20.0,18.0,98.0,44985.0,30.0,31.0,2.0,71.85,109.07379707772232
https://en.khl.ru/players/15612/,2014/2015,1,6,12,17,14,30,40487,16.0,40.0,1.0,32.65,https://en.khl.ru/players/15612/,2015/2016,0.0,2.0,14.0,7.0,10.0,21.0,30226.0,15.0,30.0,2.0,37.71,87.40001362768533
https://en.khl.ru/players/15612/,2015/2016,0,2,14,7,10,21,30226,15.0,30.0,2.0,37.71,https://en.khl.ru/players/15612/,2016/2017,1.0,4.0,18.0,28.0,20.0,27.0,51925.0,42.0,68.0,7.0,35.75,83.95897532435094
https://en.khl.ru/players/15612/,2016/2017,1,4,18,28,20,27,51925,42.0,68.0,7.0,35.75,https://en.khl.ru/players/15612/,2017/2018,1.0,0.0,7.0,16.0,10.0,17.0,33047.0,14.0,19.0,2.0,-4.850000000000001,75.148933735139
https://en.khl.ru/players/15619/,2014/2015,6,6,32,14,66,64,57046,66.0,39.0,13.0,109.89,https://en.khl.ru/players/15619/,2015/2016,5.0,3.0,39.0,25.0,82.0,74.0,60579.0,51.0,56.0,5.0,65.16,104.08929943636362
https://en.khl.ru/players/15619/,2015/2016,5,3,39,25,82,74,60579,51.0,56.0,5.0,65.16,https://en.khl.ru/players/15619/,2017/2018,2.0,6.0,11.0,16.0,82.0,54.0,46437.0,34.0,67.0,4.0,19.17,78.02654150337648
https://en.khl.ru/players/15619/,2017/2018,2,6,11,16,82,54,46437,34.0,67.0,4.0,19.17,https://en.khl.ru/players/15619/,2018/2019,1.0,5.0,25.0,32.0,36.0,54.0,50893.0,53.0,58.0,3.0,36.8,78.0097255163078
https://en.khl.ru/players/15619/,2018/2019,1,5,25,32,36,54,50893,53.0,58.0,3.0,36.8,https://en.khl.ru/players/15619/,2019/2020,1.0,4.0,21.0,19.0,14.0,28.0,36283.0,29.0,40.0,1.0,42.849999999999994,85.34508528286253
https://en.khl.ru/players/15619/,2019/2020,1,4,21,19,14,28,36283,29.0,40.0,1.0,42.849999999999994,https://en.khl.ru/players/15619/,2020/2021,0.0,4.0,5.0,22.0,37.0,25.0,21886.0,26.0,19.0,3.0,-16.31,76.91487429959977
https://en.khl.ru/players/15621/,2014/2015,1,5,8,14,37,38,26634,46.0,26.0,2.0,22.040000000000003,https://en.khl.ru/players/15621/,2015/2016,0.0,2.0,17.0,11.0,18.0,20.0,29951.0,26.0,31.0,2.0,34.51,86.8289296761404
https://en.khl.ru/players/15621/,2015/2016,0,2,17,11,18,20,29951,26.0,31.0,2.0,34.51,https://en.khl.ru/players/15621/,2016/2017,2.0,0.0,10.0,13.0,10.0,18.0,21394.0,23.0,26.0,1.0,13.280000000000001,83.6878136255105
https://en.khl.ru/players/15637/,2014/2015,1,7,19,25,22,34,39319,58.0,35.0,1.0,42.47,https://en.khl.ru/players/15637/,2015/2016,2.0,6.0,17.0,25.0,14.0,43.0,43239.0,38.0,26.0,7.0,46.559999999999995,93.00561075359695
https://en.khl.ru/players/15637/,2015/2016,2,6,17,25,14,43,43239,38.0,26.0,7.0,46.559999999999995,https://en.khl.ru/players/15637/,2016/2017,1.0,2.0,3.0,19.0,8.0,36.0,27309.0,28.0,25.0,2.0,-0.5500000000000007,79.57743918717392
https://en.khl.ru/players/15637/,2016/2017,1,2,3,19,8,36,27309,28.0,25.0,2.0,-0.5500000000000007,https://en.khl.ru/players/15637/,2017/2018,0.0,2.0,21.0,21.0,36.0,41.0,40155.0,48.0,32.0,5.0,28.899999999999995,80.3133740289647
https://en.khl.ru/players/15637/,2017/2018,0,2,21,21,36,41,40155,48.0,32.0,5.0,28.899999999999995,https://en.khl.ru/players/15637/,2018/2019,1.0,2.0,10.0,9.0,2.0,35.0,19502.0,18.0,32.0,0.0,33.28,84.42225378969681
https://en.khl.ru/players/15640/,2015/2016,0,3,16,24,41,24,35885,95.0,60.0,5.0,29.919999999999998,https://en.khl.ru/players/15640/,2016/2017,2.0,3.0,16.0,11.0,48.0,27.0,35939.0,94.0,40.0,2.0,48.55,88.46277318108555
https://en.khl.ru/players/15640/,2016/2017,2,3,16,11,48,27,35939,94.0,40.0,2.0,48.55,https://en.khl.ru/players/15640/,2017/2018,1.0,2.0,16.0,23.0,68.0,34.0,49238.0,130.0,68.0,3.0,25.990000000000002,81.40636296130751
https://en.khl.ru/players/15644/,2015/2016,3,6,14,31,18,46,52027,20.0,34.0,4.0,20.279999999999998,https://en.khl.ru/players/15644/,2016/2017,3.0,8.0,27.0,28.0,30.0,75.0,72297.0,34.0,67.0,4.0,73.85,86.56155306554793
https://en.khl.ru/players/15644/,2016/2017,3,8,27,28,30,75,72297,34.0,67.0,4.0,73.85,https://en.khl.ru/players/15644/,2017/2018,8.0,5.0,18.0,23.0,30.0,79.0,49694.0,16.0,53.0,6.0,63.07,92.56774592401013
https://en.khl.ru/players/15644/,2017/2018,8,5,18,23,30,79,49694,16.0,53.0,6.0,63.07,https://en.khl.ru/players/15644/,2018/2019,8.0,9.0,28.0,39.0,34.0,115.0,72608.0,27.0,79.0,8.0,86.5,98.07043750355967
https://en.khl.ru/players/15644/,2018/2019,8,9,28,39,34,115,72608,27.0,79.0,8.0,86.5,https://en.khl.ru/players/15644/,2019/2020,1.0,1.0,8.0,19.0,10.0,23.0,25531.0,13.0,33.0,1.0,-2.2500000000000004,79.81236786766958
https://en.khl.ru/players/15646/,2015/2016,2,3,18,20,22,39,44113,52.0,27.0,0.0,32.769999999999996,https://en.khl.ru/players/15646/,2016/2017,1.0,5.0,13.0,23.0,42.0,51.0,43860.0,44.0,25.0,10.0,27.98,84.71341929207951
https://en.khl.ru/players/15646/,2016/2017,1,5,13,23,42,51,43860,44.0,25.0,10.0,27.98,https://en.khl.ru/players/15646/,2017/2018,1.0,1.0,9.0,10.0,2.0,18.0,25891.0,22.0,25.0,3.0,26.23,82.83528798562007
https://en.khl.ru/players/15646/,2017/2018,1,1,9,10,2,18,25891,22.0,25.0,3.0,26.23,https://en.khl.ru/players/15646/,2019/2020,3.0,8.0,26.0,18.0,48.0,60.0,63399.0,86.0,67.0,5.0,95.67,99.87187104897782
https://en.khl.ru/players/15646/,2019/2020,3,8,26,18,48,60,63399,86.0,67.0,5.0,95.67,https://en.khl.ru/players/15646/,2020/2021,3.0,10.0,32.0,33.0,48.0,96.0,70581.0,90.0,59.0,7.0,96.55,107.90898341859109
https://en.khl.ru/players/15646/,2020/2021,3,10,32,33,48,96,70581,90.0,59.0,7.0,96.55,https://en.khl.ru/players/15646/,2021/2022,0.0,1.0,9.0,15.0,12.0,23.0,21303.0,15.0,33.0,0.0,2.849999999999998,83.2213419260487
https://en.khl.ru/players/15661/,2014/2015,7,8,27,34,20,69,58839,15.0,48.0,7.0,72.81,https://en.khl.ru/players/15661/,2015/2016,3.0,7.0,23.0,25.0,32.0,77.0,66228.0,19.0,55.0,6.0,63.150000000000006,95.70440745277143
https://en.khl.ru/players/15661/,2015/2016,3,7,23,25,32,77,66228,19.0,55.0,6.0,63.150000000000006,https://en.khl.ru/players/15661/,2016/2017,6.0,15.0,45.0,15.0,51.0,61.0,53600.0,24.0,40.0,8.0,159.13,121.56439490706035
https://en.khl.ru/players/15661/,2016/2017,6,15,45,15,51,61,53600,24.0,40.0,8.0,159.13,https://en.khl.ru/players/15661/,2017/2018,5.0,4.0,30.0,12.0,14.0,46.0,30791.0,6.0,29.0,7.0,93.59,128.516323536217
https://en.khl.ru/players/15661/,2017/2018,5,4,30,12,14,46,30791,6.0,29.0,7.0,93.59,https://en.khl.ru/players/15661/,2019/2020,8.0,8.0,33.0,33.0,40.0,123.0,75389.0,18.0,70.0,13.0,108.14,117.18156508881593
https://en.khl.ru/players/15661/,2019/2020,8,8,33,33,40,123,75389,18.0,70.0,13.0,108.14,https://en.khl.ru/players/15661/,2020/2021,8.0,19.0,45.0,40.0,26.0,153.0,80425.0,27.0,86.0,8.0,176.15,126.59961495779123
https://en.khl.ru/players/15661/,2020/2021,8,19,45,40,26,153,80425,27.0,86.0,8.0,176.15,https://en.khl.ru/players/15661/,2021/2022,2.0,14.0,45.0,39.0,18.0,81.0,63023.0,15.0,83.0,3.0,115.85,123.39733309425475
https://en.khl.ru/players/15677/,2016/2017,1,2,11,14,18,15,29800,18.0,36.0,1.0,14.379999999999997,https://en.khl.ru/players/15677/,2017/2018,0.0,2.0,7.0,8.0,18.0,12.0,17187.0,13.0,23.0,0.0,8.280000000000001,78.34679727544906
https://en.khl.ru/players/15677/,2017/2018,0,2,7,8,18,12,17187,13.0,23.0,0.0,8.280000000000001,https://en.khl.ru/players/15677/,2018/2019,0.0,0.0,7.0,9.0,22.0,9.0,24342.0,25.0,25.0,2.0,2.7200000000000006,78.17955615440039
https://en.khl.ru/players/15732/,2014/2015,2,1,8,16,24,28,30813,38.0,26.0,5.0,12.820000000000002,https://en.khl.ru/players/15732/,2015/2016,2.0,12.0,27.0,26.0,30.0,76.0,58325.0,45.0,52.0,7.0,96.75,98.51105825940174
https://en.khl.ru/players/15732/,2015/2016,2,12,27,26,30,76,58325,45.0,52.0,7.0,96.75,https://en.khl.ru/players/15732/,2016/2017,0.0,2.0,6.0,6.0,8.0,23.0,21348.0,24.0,22.0,2.0,25.0,94.85813448762212
https://en.khl.ru/players/15738/,2014/2015,4,4,17,18,30,63,32444,36.0,47.0,3.0,50.98,https://en.khl.ru/players/15738/,2015/2016,1.0,10.0,20.0,24.0,61.0,42.0,40201.0,64.0,52.0,3.0,47.94,92.2774661750228
https://en.khl.ru/players/15738/,2015/2016,1,10,20,24,61,42,40201,64.0,52.0,3.0,47.94,https://en.khl.ru/players/15738/,2016/2017,2.0,2.0,8.0,6.0,6.0,26.0,20756.0,16.0,25.0,1.0,33.39,89.82067156752106
https://en.khl.ru/players/15738/,2016/2017,2,2,8,6,6,26,20756,16.0,25.0,1.0,33.39,https://en.khl.ru/players/15738/,2017/2018,0.0,0.0,13.0,8.0,20.0,17.0,19111.0,34.0,28.0,1.0,21.959999999999997,87.70713567968377
https://en.khl.ru/players/15787/,2014/2015,3,9,31,31,18,73,60097,27.0,48.0,15.0,100.22,https://en.khl.ru/players/15787/,2015/2016,2.0,4.0,15.0,11.0,16.0,27.0,29510.0,24.0,33.0,5.0,52.26,101.36661599442462
https://en.khl.ru/players/15787/,2015/2016,2,4,15,11,16,27,29510,24.0,33.0,5.0,52.26,https://en.khl.ru/players/15787/,2017/2018,2.0,4.0,11.0,14.0,14.0,22.0,27606.0,13.0,28.0,7.0,36.87,94.26441173157293
https://en.khl.ru/players/15787/,2017/2018,2,4,11,14,14,22,27606,13.0,28.0,7.0,36.87,https://en.khl.ru/players/15787/,2018/2019,0.0,0.0,7.0,17.0,12.0,21.0,28739.0,38.0,37.0,7.0,10.38,82.23773739958655
https://en.khl.ru/players/15836/,2014/2015,0,14,32,29,20,36,48734,56.0,59.0,4.0,99.91999999999999,https://en.khl.ru/players/15836/,2015/2016,2.0,11.0,20.0,24.0,40.0,33.0,44154.0,38.0,46.0,1.0,52.26,101.62365156390666
https://en.khl.ru/players/15836/,2015/2016,2,11,20,24,40,33,44154,38.0,46.0,1.0,52.26,https://en.khl.ru/players/15836/,2017/2018,2.0,0.0,8.0,12.0,4.0,21.0,22737.0,6.0,49.0,1.0,15.75,80.7831582103893
