Profile,Year,Goals,Assists,Plus,Minus,Penalties,Shots,Hits,Shots_blocked,Penalties_against,R
https://en.khl.ru/players/15625/,2016/2017,13,14,32,25,38,119,24.0,31.0,20.0,1.873536299765808
https://en.khl.ru/players/15625/,2017/2018,10,16,28,32,24,98,25.0,34.0,8.0,1.9855878436594343
https://en.khl.ru/players/15625/,2018/2019,8,6,21,23,24,107,27.0,23.0,9.0,1.300238559175423
https://en.khl.ru/players/15625/,2019/2020,4,5,10,23,14,60,13.0,21.0,7.0,0.933852140077821
https://en.khl.ru/players/15625/,2020/2021,1,1,8,11,4,27,17.0,11.0,4.0,0.7226644323418517
https://en.khl.ru/players/15625/,2021/2022,2,7,11,8,12,24,4.0,14.0,3.0,1.4931889626266155
https://en.khl.ru/players/15649/,2014/2015,6,5,14,24,51,114,76.0,6.0,14.0,0.8765443232031743
https://en.khl.ru/players/15649/,2015/2016,2,2,8,8,8,34,19.0,4.0,2.0,1.5459610027855153
https://en.khl.ru/players/15649/,2019/2020,6,8,14,25,32,91,48.0,11.0,5.0,1.1332782434187227
https://en.khl.ru/players/15649/,2020/2021,9,16,26,29,36,114,45.0,15.0,16.0,1.6816318056781026
https://en.khl.ru/players/15649/,2021/2022,10,7,24,12,36,105,52.0,20.0,7.0,2.0806071708976708
https://en.khl.ru/players/15663/,2015/2016,0,4,7,14,8,58,36.0,10.0,3.0,0.7977163414538772
https://en.khl.ru/players/15663/,2017/2018,3,0,6,10,8,39,38.0,9.0,2.0,1.3708756131980377
https://en.khl.ru/players/15663/,2018/2019,12,7,22,26,10,84,46.0,22.0,12.0,1.942505510653931
https://en.khl.ru/players/15663/,2019/2020,8,2,15,18,35,85,31.0,42.0,9.0,1.2165135240067297
https://en.khl.ru/players/15663/,2020/2021,4,2,11,11,6,57,35.0,20.0,8.0,1.213943002485693
https://en.khl.ru/players/15663/,2021/2022,4,3,16,14,9,50,32.0,28.0,5.0,1.5134919844667927
https://en.khl.ru/players/15668/,2014/2015,15,21,35,31,46,142,114.0,15.0,28.0,2.608862459236524
https://en.khl.ru/players/15668/,2016/2017,11,18,36,13,53,93,84.0,16.0,17.0,2.8846153846153846
https://en.khl.ru/players/15668/,2017/2018,16,23,49,29,60,124,100.0,13.0,14.0,2.7293762100391934
https://en.khl.ru/players/15668/,2018/2019,19,20,43,20,40,108,104.0,23.0,18.0,2.8701136467505557
https://en.khl.ru/players/15668/,2019/2020,8,21,33,25,56,114,97.0,10.0,14.0,2.358563280406968
https://en.khl.ru/players/15668/,2020/2021,13,30,48,31,50,105,113.0,17.0,11.0,2.533390779836277
https://en.khl.ru/players/15668/,2021/2022,16,11,25,21,23,70,57.0,22.0,12.0,2.3616664249756583
https://en.khl.ru/players/15708/,2016/2017,2,1,6,12,10,37,18.0,17.0,5.0,0.7604218530756348
https://en.khl.ru/players/15708/,2017/2018,12,3,21,22,6,73,55.0,24.0,6.0,2.072455618925215
https://en.khl.ru/players/15708/,2019/2020,6,11,19,23,67,81,39.0,32.0,7.0,1.5430362452784698
https://en.khl.ru/players/15708/,2020/2021,5,9,19,24,24,79,54.0,47.0,8.0,1.2982785362771194
https://en.khl.ru/players/15708/,2021/2022,1,3,7,4,6,34,42.0,24.0,6.0,1.6554344384639739
https://en.khl.ru/players/15712/,2014/2015,5,2,8,11,14,27,22.0,3.0,4.0,1.7367975148263204
https://en.khl.ru/players/15712/,2015/2016,3,2,10,10,20,39,24.0,5.0,5.0,1.0829823668255658
https://en.khl.ru/players/15712/,2016/2017,4,4,8,13,6,52,24.0,12.0,4.0,1.720408471251069
https://en.khl.ru/players/15721/,2015/2016,4,4,13,7,10,54,21.0,9.0,5.0,2.3872283284428306
https://en.khl.ru/players/15721/,2016/2017,5,2,10,9,20,86,32.0,13.0,10.0,1.7109874252731396
https://en.khl.ru/players/15721/,2017/2018,14,9,21,25,39,168,54.0,20.0,9.0,2.0839659884603705
https://en.khl.ru/players/15721/,2018/2019,12,6,16,14,15,112,35.0,21.0,8.0,2.6268850332414466
https://en.khl.ru/players/15721/,2019/2020,17,14,27,20,24,98,5.0,14.0,6.0,2.503646086533787
https://en.khl.ru/players/15721/,2020/2021,19,16,36,27,26,119,24.0,19.0,13.0,2.743253834956892
https://en.khl.ru/players/15721/,2021/2022,6,7,20,26,8,63,15.0,6.0,7.0,1.4448788115715403
https://en.khl.ru/players/15781/,2014/2015,14,10,23,36,40,176,45.0,18.0,24.0,1.7556844587500215
https://en.khl.ru/players/15781/,2015/2016,8,10,18,11,30,77,18.0,27.0,13.0,2.3816132792982843
https://en.khl.ru/players/15781/,2016/2017,8,6,19,11,40,86,39.0,25.0,18.0,1.8328322309079976
https://en.khl.ru/players/15781/,2017/2018,4,7,15,13,26,63,13.0,18.0,12.0,1.6178149980966883
https://en.khl.ru/players/15781/,2018/2019,5,6,15,9,19,43,22.0,4.0,4.0,2.142857142857143
https://en.khl.ru/players/15781/,2019/2020,9,5,14,12,10,53,14.0,9.0,12.0,2.2987674847290998
https://en.khl.ru/players/15781/,2020/2021,4,2,10,21,18,80,12.0,19.0,16.0,0.9220675591807785
https://en.khl.ru/players/15781/,2021/2022,4,15,25,23,20,102,18.0,24.0,12.0,1.9940967299602574
https://en.khl.ru/players/15842/,2014/2015,7,6,16,17,6,67,7.0,0.0,9.0,1.907587961000424
https://en.khl.ru/players/15842/,2015/2016,5,6,21,22,6,94,17.0,30.0,16.0,1.5517462488778695
https://en.khl.ru/players/15842/,2016/2017,6,3,15,18,16,64,8.0,15.0,6.0,1.3572435498147724
https://en.khl.ru/players/15842/,2017/2018,2,2,10,11,8,59,14.0,5.0,13.0,1.0491071428571428
https://en.khl.ru/players/15842/,2018/2019,7,7,27,28,0,71,19.0,17.0,19.0,1.4275074478649452
https://en.khl.ru/players/15842/,2019/2020,3,9,20,28,4,69,14.0,25.0,11.0,0.9617219402358509
https://en.khl.ru/players/15842/,2020/2021,1,11,15,15,6,40,11.0,15.0,8.0,1.5454337973981935
https://en.khl.ru/players/15846/,2016/2017,1,4,8,5,8,20,6.0,5.0,5.0,1.4625914119632477
https://en.khl.ru/players/15846/,2018/2019,5,4,11,21,12,31,12.0,10.0,1.0,0.768464494094208
https://en.khl.ru/players/15846/,2019/2020,10,11,18,22,14,49,13.0,6.0,3.0,1.456013426167419
https://en.khl.ru/players/15846/,2020/2021,7,26,41,49,24,73,6.0,14.0,4.0,1.420814479638009
https://en.khl.ru/players/15846/,2021/2022,8,5,14,15,10,32,6.0,6.0,7.0,1.9733636511287966
https://en.khl.ru/players/15860/,2016/2017,5,5,12,6,2,25,9.0,3.0,6.0,3.4538035558146314
https://en.khl.ru/players/15860/,2017/2018,19,31,33,30,48,112,22.0,20.0,7.0,2.886746739522656
https://en.khl.ru/players/15860/,2018/2019,18,19,36,31,34,94,9.0,9.0,14.0,2.2068500084359712
https://en.khl.ru/players/15860/,2019/2020,14,18,28,29,24,107,8.0,14.0,16.0,2.2831919022793867
https://en.khl.ru/players/15860/,2020/2021,11,23,35,19,18,102,4.0,23.0,12.0,2.9502001341000064
https://en.khl.ru/players/15860/,2021/2022,16,19,40,31,30,103,11.0,14.0,13.0,2.9198284394589247
https://en.khl.ru/players/15912/,2015/2016,8,19,31,28,22,73,24.0,48.0,8.0,1.7999801107170086
https://en.khl.ru/players/15912/,2016/2017,11,16,19,32,16,77,19.0,34.0,13.0,1.5527733090858222
https://en.khl.ru/players/15912/,2017/2018,7,12,29,21,33,73,18.0,35.0,8.0,1.6203522504892367
https://en.khl.ru/players/15912/,2019/2020,1,4,10,17,10,37,34.0,67.0,6.0,0.9303768026050551
https://en.khl.ru/players/15912/,2020/2021,0,5,10,8,10,25,10.0,29.0,5.0,1.2291330689099071
https://en.khl.ru/players/15925/,2014/2015,17,29,37,17,51,162,17.0,9.0,14.0,3.876727406139171
https://en.khl.ru/players/15925/,2015/2016,16,17,30,9,14,147,14.0,11.0,16.0,3.162920230753929
https://en.khl.ru/players/15925/,2016/2017,12,13,29,17,12,150,5.0,11.0,6.0,2.671812379397358
https://en.khl.ru/players/15925/,2017/2018,10,14,21,23,10,116,4.0,5.0,13.0,2.048843743246164
https://en.khl.ru/players/15925/,2018/2019,16,16,28,28,2,132,9.0,10.0,8.0,2.4753122141537083
https://en.khl.ru/players/15925/,2019/2020,15,19,35,14,8,140,3.0,9.0,7.0,3.4446098235169043
https://en.khl.ru/players/15925/,2020/2021,8,22,19,18,18,155,5.0,8.0,8.0,2.4107946026986506
https://en.khl.ru/players/15925/,2021/2022,4,13,21,24,8,116,7.0,2.0,9.0,1.960577632549805
https://en.khl.ru/players/15933/,2014/2015,3,7,20,21,18,91,30.0,24.0,14.0,1.4306569343065694
https://en.khl.ru/players/15933/,2015/2016,7,11,19,8,30,105,39.0,23.0,10.0,2.1733816307029046
https://en.khl.ru/players/15933/,2016/2017,4,6,13,15,6,69,15.0,12.0,5.0,1.4127576295027828
https://en.khl.ru/players/15933/,2017/2018,5,6,16,12,37,66,18.0,8.0,6.0,2.2690744067315873
https://en.khl.ru/players/15933/,2018/2019,6,8,18,17,6,103,26.0,11.0,5.0,2.476038338658147
https://en.khl.ru/players/15933/,2019/2020,6,2,13,10,24,80,23.0,24.0,6.0,1.5686751383230986
https://en.khl.ru/players/15933/,2020/2021,1,1,6,10,8,30,5.0,15.0,7.0,0.5640864932623002
https://en.khl.ru/players/15933/,2021/2022,1,3,7,7,2,19,14.0,6.0,2.0,1.307608486635472
https://en.khl.ru/players/15948/,2015/2016,1,1,6,17,37,56,47.0,4.0,14.0,0.2942618930848455
https://en.khl.ru/players/15948/,2016/2017,5,1,9,17,21,44,37.0,13.0,13.0,1.1218522496717984
https://en.khl.ru/players/15948/,2017/2018,2,2,10,14,48,50,29.0,17.0,15.0,0.646900269541779
https://en.khl.ru/players/15953/,2015/2016,10,4,16,23,26,84,12.0,7.0,16.0,1.6580310880829014
https://en.khl.ru/players/15953/,2016/2017,10,3,18,15,30,99,20.0,8.0,10.0,2.151846040539242
https://en.khl.ru/players/15953/,2017/2018,3,2,6,7,11,48,12.0,5.0,7.0,1.574803149606299
https://en.khl.ru/players/15967/,2014/2015,11,10,29,37,76,87,68.0,26.0,27.0,1.1209838766623514
https://en.khl.ru/players/15967/,2015/2016,7,13,23,31,77,79,75.0,25.0,13.0,1.1109876680368849
https://en.khl.ru/players/15967/,2016/2017,6,5,12,15,31,37,46.0,8.0,9.0,1.2354923249719207
https://en.khl.ru/players/15967/,2017/2018,3,6,15,14,28,42,59.0,12.0,9.0,1.4860561613432404
https://en.khl.ru/players/15967/,2018/2019,4,4,13,5,26,39,51.0,20.0,7.0,1.5357000398883127
https://en.khl.ru/players/15967/,2019/2020,7,6,16,12,16,48,45.0,23.0,9.0,2.0213056541928434
https://en.khl.ru/players/15967/,2020/2021,2,2,9,9,60,44,47.0,21.0,8.0,0.4616030214015946
https://en.khl.ru/players/15967/,2021/2022,3,4,12,10,18,29,46.0,22.0,10.0,1.7636684303350971
https://en.khl.ru/players/15975/,2015/2016,7,4,11,13,12,98,56.0,36.0,12.0,1.7707820954254796
https://en.khl.ru/players/15975/,2016/2017,1,4,7,13,20,43,30.0,11.0,8.0,0.8444216990788127
https://en.khl.ru/players/15975/,2017/2018,4,3,17,20,10,61,43.0,41.0,20.0,1.4484651351900792
https://en.khl.ru/players/15975/,2018/2019,1,2,8,10,32,29,50.0,22.0,12.0,0.7209372183838991
https://en.khl.ru/players/15977/,2014/2015,2,7,14,8,8,39,27.0,15.0,3.0,1.8993586581154414
https://en.khl.ru/players/15977/,2015/2016,10,10,23,21,45,59,34.0,34.0,14.0,1.7954333542945118
https://en.khl.ru/players/15977/,2016/2017,18,10,23,25,32,89,37.0,45.0,17.0,2.245542766869781
https://en.khl.ru/players/15977/,2017/2018,7,17,27,25,8,76,17.0,23.0,13.0,2.3250898330162757
https://en.khl.ru/players/15977/,2018/2019,5,6,17,12,8,34,44.0,18.0,4.0,2.380374058780666
https://en.khl.ru/players/15977/,2019/2020,9,8,24,20,34,56,43.0,29.0,10.0,2.0620737059165655
https://en.khl.ru/players/15977/,2020/2021,2,5,6,14,12,33,6.0,14.0,7.0,0.8039629689783986
https://en.khl.ru/players/15977/,2021/2022,5,6,13,16,22,46,25.0,38.0,7.0,1.390359033042483
https://en.khl.ru/players/15986/,2014/2015,3,1,8,9,4,49,60.0,8.0,9.0,1.8305705278145021
https://en.khl.ru/players/15986/,2015/2016,6,3,9,7,22,92,37.0,17.0,9.0,1.777251184834123
https://en.khl.ru/players/15986/,2016/2017,3,9,17,12,30,87,62.0,12.0,9.0,1.5668027727661191
https://en.khl.ru/players/15986/,2017/2018,6,7,16,5,12,73,46.0,15.0,7.0,1.9293089155173713
https://en.khl.ru/players/15986/,2018/2019,6,16,27,13,26,81,33.0,26.0,7.0,2.43016177934131
https://en.khl.ru/players/15986/,2019/2020,4,2,13,2,6,56,18.0,12.0,6.0,1.849554528025262
https://en.khl.ru/players/15986/,2020/2021,6,6,20,9,6,45,17.0,11.0,3.0,2.1804843256461637
https://en.khl.ru/players/15986/,2021/2022,5,5,12,15,4,29,28.0,17.0,4.0,1.6828212002474736
https://en.khl.ru/players/15990/,2014/2015,2,2,10,16,16,40,27.0,6.0,8.0,0.5563179171457182
https://en.khl.ru/players/15990/,2015/2016,5,8,19,25,18,82,53.0,9.0,5.0,1.212524983344437
https://en.khl.ru/players/15990/,2016/2017,0,3,5,6,6,24,13.0,8.0,2.0,0.8027522935779816
https://en.khl.ru/players/15990/,2017/2018,0,0,2,4,12,14,5.0,8.0,1.0,-0.042656050049765394
https://en.khl.ru/players/15990/,2018/2019,0,1,3,9,15,21,10.0,7.0,3.0,0.034063812876121265
https://en.khl.ru/players/15995/,2014/2015,1,3,2,8,2,36,12.0,15.0,4.0,1.2421473443746431
https://en.khl.ru/players/15995/,2015/2016,18,12,35,29,32,198,50.0,31.0,13.0,2.513158518659017
https://en.khl.ru/players/15995/,2016/2017,19,18,29,21,24,163,15.0,20.0,12.0,2.9754062362758016
https://en.khl.ru/players/15995/,2017/2018,20,20,40,13,24,167,19.0,17.0,7.0,4.448625764397554
https://en.khl.ru/players/15995/,2018/2019,14,11,30,9,34,137,31.0,27.0,9.0,2.631079387979802
https://en.khl.ru/players/15995/,2019/2020,14,11,35,18,26,135,35.0,34.0,4.0,2.8634222919937207
https://en.khl.ru/players/15995/,2020/2021,18,17,45,25,26,137,31.0,45.0,9.0,3.3640186384816455
https://en.khl.ru/players/15995/,2021/2022,8,7,22,14,10,99,24.0,23.0,6.0,2.913276954242902
https://en.khl.ru/players/15997/,2014/2015,9,9,24,17,28,100,36.0,22.0,17.0,2.220936957779063
https://en.khl.ru/players/15997/,2015/2016,9,14,27,5,52,116,44.0,25.0,20.0,2.988104229607251
https://en.khl.ru/players/15997/,2016/2017,5,4,11,12,24,59,21.0,8.0,14.0,1.4707472693846653
https://en.khl.ru/players/15997/,2017/2018,15,14,28,32,38,147,28.0,21.0,10.0,2.4785997189216813
https://en.khl.ru/players/15997/,2018/2019,8,7,15,24,30,139,44.0,17.0,12.0,1.4669044708522876
https://en.khl.ru/players/15997/,2019/2020,14,7,21,13,32,84,15.0,16.0,4.0,2.682328190743338
https://en.khl.ru/players/15997/,2020/2021,7,8,26,12,14,79,12.0,13.0,8.0,2.9942180616740086
https://en.khl.ru/players/15997/,2021/2022,4,5,12,7,14,49,19.0,17.0,5.0,2.207314434105172
https://en.khl.ru/players/15998/,2014/2015,4,7,13,16,22,43,48.0,9.0,17.0,1.5739028081385573
https://en.khl.ru/players/15998/,2015/2016,3,4,18,16,47,69,65.0,14.0,7.0,0.6997900629811056
https://en.khl.ru/players/15998/,2016/2017,3,3,11,12,28,50,26.0,20.0,8.0,0.9858368111465282
https://en.khl.ru/players/15998/,2017/2018,4,8,18,18,30,40,44.0,23.0,8.0,1.2676949080921192
https://en.khl.ru/players/15998/,2018/2019,5,5,16,28,18,84,57.0,21.0,10.0,0.7853136155022947
https://en.khl.ru/players/15998/,2019/2020,6,13,33,26,16,88,71.0,29.0,7.0,1.582601097140638
https://en.khl.ru/players/15998/,2020/2021,2,8,19,16,18,48,57.0,25.0,3.0,1.4376344378794894
https://en.khl.ru/players/15998/,2021/2022,2,4,14,19,8,36,30.0,15.0,6.0,0.9451609727281678
https://en.khl.ru/players/16001/,2014/2015,3,1,6,7,6,43,21.0,1.0,8.0,1.6156302836746195
https://en.khl.ru/players/16001/,2015/2016,3,10,11,15,60,55,19.0,9.0,5.0,0.9988788094995413
https://en.khl.ru/players/16001/,2016/2017,1,1,3,8,15,27,12.0,3.0,4.0,0.3854492893278728
https://en.khl.ru/players/16001/,2017/2018,7,5,13,8,24,104,40.0,4.0,10.0,1.6545969018272506
https://en.khl.ru/players/16001/,2018/2019,2,5,9,19,14,38,14.0,7.0,5.0,0.6318745611982214
https://en.khl.ru/players/16001/,2019/2020,12,7,26,26,36,73,25.0,19.0,11.0,1.8481555407703112
https://en.khl.ru/players/16003/,2014/2015,9,15,29,27,16,101,25.0,19.0,9.0,1.7230893979322928
https://en.khl.ru/players/16003/,2015/2016,16,27,45,18,46,109,20.0,9.0,11.0,2.948986492058518
https://en.khl.ru/players/16003/,2016/2017,7,10,20,23,14,104,7.0,12.0,14.0,1.5407235602311085
https://en.khl.ru/players/16003/,2017/2018,15,10,33,20,32,140,11.0,10.0,8.0,2.191523217127152
https://en.khl.ru/players/16003/,2018/2019,7,16,21,25,10,96,17.0,13.0,5.0,1.9266611277030516
https://en.khl.ru/players/16003/,2019/2020,1,4,6,12,4,34,12.0,6.0,1.0,0.8621132036742444
https://en.khl.ru/players/16006/,2014/2015,21,16,37,36,12,178,16.0,2.0,24.0,2.891281371477706
https://en.khl.ru/players/16006/,2015/2016,20,29,35,20,14,178,4.0,1.0,11.0,3.724740578918624
https://en.khl.ru/players/16006/,2016/2017,24,47,61,28,8,151,7.0,3.0,20.0,5.365826393158571
https://en.khl.ru/players/16006/,2017/2018,22,40,47,21,2,150,5.0,5.0,15.0,4.934958875342706
https://en.khl.ru/players/16006/,2018/2019,17,65,58,19,10,194,2.0,3.0,12.0,5.473840997951964
https://en.khl.ru/players/16006/,2021/2022,10,25,21,13,4,102,3.0,8.0,10.0,3.780844834797156
https://en.khl.ru/players/16008/,2015/2016,10,17,35,27,24,86,30.0,35.0,11.0,2.132250285569235
https://en.khl.ru/players/16008/,2018/2019,5,2,12,22,8,57,15.0,35.0,5.0,1.0904795080725773
https://en.khl.ru/players/16008/,2019/2020,2,3,9,14,4,42,32.0,25.0,4.0,1.222981867595227
https://en.khl.ru/players/16008/,2020/2021,4,3,8,12,10,29,45.0,20.0,3.0,1.5219842164599773
https://en.khl.ru/players/16008/,2021/2022,2,6,10,6,6,34,23.0,27.0,8.0,2.233636492153998
https://en.khl.ru/players/16009/,2014/2015,6,7,17,12,20,72,55.0,19.0,7.0,2.106210621062106
https://en.khl.ru/players/16009/,2015/2016,7,7,19,10,20,72,46.0,13.0,17.0,2.048629073978272
https://en.khl.ru/players/16009/,2017/2018,5,6,15,6,26,75,26.0,15.0,6.0,2.0120594589365752
https://en.khl.ru/players/16009/,2018/2019,13,8,36,33,20,111,22.0,27.0,7.0,1.9157898786281713
https://en.khl.ru/players/16009/,2019/2020,4,6,13,17,53,77,31.0,25.0,8.0,0.7666309455114995
https://en.khl.ru/players/16009/,2020/2021,3,3,9,22,8,32,12.0,14.0,6.0,0.6209782657606984
https://en.khl.ru/players/16009/,2021/2022,3,6,10,7,18,32,17.0,17.0,3.0,1.410206189238275
https://en.khl.ru/players/16019/,2014/2015,12,13,25,28,49,135,95.0,17.0,21.0,2.0144711564357145
https://en.khl.ru/players/16019/,2017/2018,15,16,36,10,20,81,82.0,17.0,12.0,3.7916726284160824
https://en.khl.ru/players/16019/,2018/2019,3,9,20,11,8,53,46.0,24.0,5.0,1.993525302436531
https://en.khl.ru/players/16019/,2019/2020,7,3,20,21,10,72,66.0,21.0,7.0,1.3275191716967758
https://en.khl.ru/players/16019/,2020/2021,13,13,28,19,26,78,93.0,25.0,11.0,2.0509076427836592
https://en.khl.ru/players/16019/,2021/2022,6,9,13,14,27,64,75.0,18.0,17.0,1.5619647872850584
https://en.khl.ru/players/16028/,2015/2016,8,5,16,19,26,67,23.0,19.0,17.0,1.8007414817866179
https://en.khl.ru/players/16028/,2016/2017,10,12,21,34,60,106,31.0,25.0,14.0,1.37568833408454
https://en.khl.ru/players/16028/,2017/2018,0,2,5,5,13,25,13.0,2.0,4.0,0.7414946205292237
https://en.khl.ru/players/16034/,2016/2017,1,5,16,3,8,31,23.0,24.0,0.0,2.035667681600696
https://en.khl.ru/players/16034/,2018/2019,0,3,16,28,18,39,32.0,51.0,6.0,0.5301784443189906
https://en.khl.ru/players/16034/,2019/2020,1,8,27,43,50,80,48.0,75.0,9.0,0.5854523950325251
https://en.khl.ru/players/16034/,2020/2021,1,1,12,6,4,32,10.0,38.0,2.0,1.7765105823006908
https://en.khl.ru/players/16034/,2021/2022,0,6,14,14,16,42,15.0,78.0,6.0,1.4051928525993176
https://en.khl.ru/players/16039/,2018/2019,14,14,29,36,26,164,8.0,16.0,9.0,2.1498333686501896
https://en.khl.ru/players/16039/,2019/2020,23,16,35,36,40,238,5.0,17.0,11.0,3.1457571460556757
https://en.khl.ru/players/16039/,2020/2021,16,14,28,20,32,139,7.0,9.0,5.0,3.0198974551954465
https://en.khl.ru/players/16039/,2021/2022,22,13,23,19,22,217,14.0,14.0,14.0,3.4776510385511847
https://en.khl.ru/players/16042/,2015/2016,7,6,22,29,12,62,25.0,27.0,8.0,1.2176743625293869
https://en.khl.ru/players/16042/,2016/2017,4,1,9,13,4,33,13.0,12.0,1.0,0.9991673605328892
https://en.khl.ru/players/16042/,2017/2018,1,4,8,10,6,20,20.0,15.0,4.0,1.1710490647872052
https://en.khl.ru/players/16042/,2018/2019,2,2,7,5,4,15,12.0,9.0,3.0,1.5468473777253977
https://en.khl.ru/players/16042/,2019/2020,0,1,3,6,8,17,12.0,19.0,3.0,0.2910360884749709
https://en.khl.ru/players/16042/,2020/2021,3,5,16,11,4,35,16.0,23.0,4.0,1.644809957768393
https://en.khl.ru/players/16042/,2021/2022,3,6,14,21,8,32,16.0,10.0,5.0,0.8302072443269172
https://en.khl.ru/players/16047/,2014/2015,22,15,36,20,26,126,41.0,24.0,19.0,3.2132800853930106
https://en.khl.ru/players/16047/,2015/2016,15,24,29,25,14,129,9.0,14.0,12.0,2.8836367748501637
https://en.khl.ru/players/16047/,2016/2017,10,22,27,19,41,95,9.0,11.0,11.0,2.365308804204993
https://en.khl.ru/players/16047/,2017/2018,11,16,24,24,18,123,19.0,22.0,10.0,1.8164344065353195
https://en.khl.ru/players/16047/,2018/2019,13,23,34,31,61,124,11.0,31.0,13.0,2.043873898027094
https://en.khl.ru/players/16047/,2019/2020,19,21,41,31,22,97,9.0,25.0,9.0,2.5665306122448976
https://en.khl.ru/players/16047/,2020/2021,17,32,40,37,38,124,18.0,31.0,12.0,2.367758879095797
https://en.khl.ru/players/16049/,2014/2015,2,4,12,15,21,47,25.0,12.0,6.0,0.82459728969573
https://en.khl.ru/players/16049/,2015/2016,3,2,6,13,39,45,35.0,14.0,4.0,0.40601371031804406
https://en.khl.ru/players/16049/,2016/2017,6,5,15,16,27,64,29.0,19.0,8.0,1.4060538429348584
https://en.khl.ru/players/16049/,2017/2018,6,11,26,31,30,53,22.0,33.0,2.0,1.5335948374035178
https://en.khl.ru/players/16049/,2018/2019,2,2,11,10,6,19,6.0,9.0,7.0,1.10753652233532
https://en.khl.ru/players/16056/,2019/2020,7,10,14,40,6,79,43.0,35.0,5.0,1.056528264132066
https://en.khl.ru/players/16056/,2020/2021,10,8,20,15,12,68,42.0,4.0,3.0,2.3022847100175747
https://en.khl.ru/players/16056/,2021/2022,6,7,14,11,12,44,21.0,19.0,3.0,2.3504185394416726
https://en.khl.ru/players/16069/,2015/2016,5,7,16,13,6,48,23.0,8.0,5.0,1.917067518696675
https://en.khl.ru/players/16069/,2016/2017,4,7,12,16,10,59,46.0,12.0,4.0,1.5519299641862316
https://en.khl.ru/players/16069/,2017/2018,10,19,35,26,48,148,82.0,14.0,15.0,2.3257388537188124
https://en.khl.ru/players/16069/,2018/2019,2,1,9,4,8,30,33.0,6.0,3.0,1.3603339001391253
https://en.khl.ru/players/16069/,2019/2020,3,6,17,7,8,37,20.0,6.0,5.0,2.5933447898765816
https://en.khl.ru/players/16069/,2020/2021,17,14,38,30,36,108,51.0,13.0,14.0,2.5584905660377357
https://en.khl.ru/players/16069/,2021/2022,6,13,22,18,10,94,53.0,8.0,2.0,2.2549423393739705
https://en.khl.ru/players/16110/,2014/2015,11,9,25,30,14,98,52.0,12.0,17.0,2.048260381593715
https://en.khl.ru/players/16110/,2015/2016,4,6,10,16,10,38,11.0,5.0,2.0,1.5809443507588534
https://en.khl.ru/players/16110/,2016/2017,4,4,14,9,8,48,24.0,11.0,11.0,1.7634092578986038
https://en.khl.ru/players/16114/,2014/2015,16,30,40,21,26,129,9.0,7.0,24.0,3.0752100083512093
https://en.khl.ru/players/16114/,2015/2016,18,39,45,33,40,169,3.0,6.0,21.0,3.223744292237443
https://en.khl.ru/players/16114/,2016/2017,14,42,33,39,38,162,7.0,15.0,21.0,2.9012998320791095
https://en.khl.ru/players/16114/,2017/2018,16,39,39,33,60,152,7.0,6.0,16.0,3.0410045124583087
https://en.khl.ru/players/16114/,2018/2019,10,39,30,27,28,159,5.0,7.0,15.0,2.7140335392762576
https://en.khl.ru/players/16114/,2019/2020,12,42,37,38,36,205,2.0,14.0,17.0,2.6290165530671863
https://en.khl.ru/players/16120/,2014/2015,4,7,20,20,42,51,86.0,17.0,11.0,1.2242684092259215
https://en.khl.ru/players/16120/,2015/2016,10,7,30,31,38,48,82.0,42.0,15.0,1.4763014763014763
https://en.khl.ru/players/16120/,2016/2017,11,9,22,20,20,47,61.0,56.0,7.0,2.37261667884039
https://en.khl.ru/players/16120/,2017/2018,1,1,6,7,10,10,27.0,19.0,5.0,1.0084033613445378
https://en.khl.ru/players/16120/,2018/2019,7,17,28,36,61,58,83.0,50.0,22.0,1.5172314139151795
https://en.khl.ru/players/16120/,2019/2020,3,5,13,31,26,30,37.0,60.0,15.0,0.7502870996554803
https://en.khl.ru/players/16121/,2014/2015,6,3,16,13,12,59,39.0,6.0,8.0,1.721170395869191
https://en.khl.ru/players/16121/,2015/2016,8,4,18,21,2,35,36.0,7.0,5.0,1.6789157845054277
https://en.khl.ru/players/16121/,2016/2017,1,9,17,17,8,42,28.0,22.0,4.0,1.4709989758867887
https://en.khl.ru/players/16121/,2017/2018,3,4,9,14,18,40,45.0,19.0,5.0,1.0433671658740862
https://en.khl.ru/players/16121/,2018/2019,7,16,29,30,24,84,59.0,25.0,8.0,1.9603383031080048
https://en.khl.ru/players/16121/,2019/2020,3,4,12,21,10,33,33.0,27.0,7.0,0.96411355115158
https://en.khl.ru/players/16126/,2014/2015,8,3,18,33,12,65,44.0,23.0,5.0,0.9775524981897177
https://en.khl.ru/players/16126/,2015/2016,5,6,13,16,16,51,22.0,12.0,8.0,1.1335943703622573
https://en.khl.ru/players/16126/,2016/2017,4,1,12,11,2,25,8.0,8.0,3.0,1.5281644257537168
https://en.khl.ru/players/16158/,2014/2015,1,10,10,10,12,31,10.0,6.0,4.0,1.421028109954962
https://en.khl.ru/players/16158/,2015/2016,7,25,31,14,24,76,24.0,24.0,6.0,2.7329758380090685
https://en.khl.ru/players/16158/,2016/2017,18,22,34,22,34,143,27.0,26.0,12.0,2.7957800784262252
https://en.khl.ru/players/16158/,2017/2018,11,16,27,23,24,120,37.0,29.0,9.0,2.237584136801892
