Profile,Year,Goals,Assists,Plus,Minus,Penalties,Shots,Hits,Shots_blocked,Penalties_against,R
https://en.khl.ru/players/17695/,2017/2018,13,17,38,19,34,141,66.0,23.0,17.0,2.72548274551798
https://en.khl.ru/players/17695/,2018/2019,15,13,35,30,16,153,60.0,34.0,16.0,2.352755905511811
https://en.khl.ru/players/17695/,2019/2020,16,30,56,34,38,142,34.0,37.0,22.0,2.8087180405061196
https://en.khl.ru/players/17695/,2020/2021,10,16,31,23,18,151,33.0,30.0,12.0,2.1123410193789844
https://en.khl.ru/players/17707/,2016/2017,2,4,9,7,12,24,17.0,2.0,3.0,1.9780725293260755
https://en.khl.ru/players/17707/,2018/2019,12,11,30,34,20,130,60.0,17.0,13.0,2.1289384391662627
https://en.khl.ru/players/17707/,2019/2020,13,13,18,35,14,146,43.0,16.0,11.0,1.7086252380370028
https://en.khl.ru/players/17707/,2020/2021,15,10,27,39,16,142,36.0,10.0,12.0,1.8772380366766737
https://en.khl.ru/players/17707/,2021/2022,2,3,6,4,6,34,15.0,4.0,4.0,1.4188487714846003
https://en.khl.ru/players/17708/,2015/2016,4,5,13,7,8,20,13.0,10.0,7.0,2.0225707166935365
https://en.khl.ru/players/17708/,2017/2018,3,4,8,11,21,29,7.0,10.0,9.0,1.2363344971667336
https://en.khl.ru/players/17708/,2018/2019,6,11,22,20,45,47,12.0,13.0,17.0,1.4853440783756025
https://en.khl.ru/players/17708/,2019/2020,6,13,26,23,26,58,10.0,20.0,11.0,1.5055368918750776
https://en.khl.ru/players/17708/,2020/2021,5,5,16,22,32,45,16.0,14.0,13.0,0.8778673279603224
https://en.khl.ru/players/17763/,2017/2018,6,9,21,19,38,93,90.0,32.0,11.0,1.9468241555591868
https://en.khl.ru/players/17763/,2018/2019,6,2,10,13,44,55,51.0,26.0,4.0,1.2095092450994023
https://en.khl.ru/players/17763/,2019/2020,13,8,35,26,16,82,68.0,27.0,6.0,2.4143031146685225
https://en.khl.ru/players/17763/,2020/2021,5,9,17,30,20,64,73.0,42.0,12.0,1.3481675392670158
https://en.khl.ru/players/17763/,2021/2022,2,3,11,11,19,36,42.0,19.0,2.0,1.3912549687677458
https://en.khl.ru/players/17788/,2015/2016,0,3,8,10,6,21,5.0,8.0,4.0,0.71731333550701
https://en.khl.ru/players/17788/,2016/2017,4,9,16,31,12,48,11.0,16.0,13.0,0.7665203684243062
https://en.khl.ru/players/17788/,2018/2019,10,16,26,28,22,65,7.0,32.0,11.0,1.9037673708731626
https://en.khl.ru/players/17788/,2019/2020,17,20,29,28,16,73,1.0,29.0,14.0,2.405773857257418
https://en.khl.ru/players/17788/,2020/2021,6,9,24,28,10,43,5.0,15.0,8.0,1.2430440124304403
https://en.khl.ru/players/17788/,2021/2022,5,9,14,18,24,42,10.0,18.0,7.0,1.2898845892735913
https://en.khl.ru/players/17819/,2016/2017,2,3,8,7,8,19,13.0,9.0,5.0,1.7477960904561134
https://en.khl.ru/players/17819/,2017/2018,2,3,9,9,26,38,33.0,20.0,4.0,1.0058675607711651
https://en.khl.ru/players/17819/,2019/2020,2,8,11,14,8,33,19.0,4.0,8.0,1.2406187777607598
https://en.khl.ru/players/17829/,2017/2018,4,1,7,11,14,49,21.0,10.0,5.0,1.3372032756297294
https://en.khl.ru/players/17829/,2019/2020,14,2,28,23,34,166,18.0,26.0,10.0,1.7256497492195995
https://en.khl.ru/players/17829/,2020/2021,9,10,26,22,22,117,17.0,17.0,13.0,2.170161461903974
https://en.khl.ru/players/17829/,2021/2022,3,6,8,11,14,51,8.0,10.0,6.0,1.4729950900163666
https://en.khl.ru/players/17846/,2017/2018,3,8,11,13,22,39,22.0,28.0,5.0,1.2340963182793172
https://en.khl.ru/players/17846/,2018/2019,4,5,21,11,14,57,23.0,21.0,5.0,1.3996549461764636
https://en.khl.ru/players/17846/,2019/2020,7,6,20,21,20,70,23.0,25.0,5.0,1.355068088817334
https://en.khl.ru/players/17846/,2020/2021,5,5,14,16,14,69,11.0,16.0,7.0,1.063135316609158
https://en.khl.ru/players/17850/,2017/2018,8,14,23,18,30,76,35.0,21.0,17.0,2.352244988534655
https://en.khl.ru/players/17850/,2018/2019,7,6,13,11,14,49,21.0,12.0,6.0,2.491912214741628
https://en.khl.ru/players/17850/,2019/2020,5,11,18,5,22,56,22.0,24.0,14.0,2.157870900711298
https://en.khl.ru/players/17850/,2020/2021,1,4,8,7,8,37,11.0,12.0,3.0,1.5404364569961488
https://en.khl.ru/players/17850/,2021/2022,2,3,6,11,6,25,10.0,6.0,7.0,1.0260643943861305
https://en.khl.ru/players/17852/,2015/2016,8,9,22,12,60,68,50.0,32.0,8.0,2.049515851283065
https://en.khl.ru/players/17852/,2016/2017,6,4,14,10,16,35,22.0,18.0,3.0,1.6613657623947615
https://en.khl.ru/players/17852/,2017/2018,14,8,20,24,35,73,45.0,30.0,13.0,1.8836494105586878
https://en.khl.ru/players/17852/,2018/2019,10,5,13,23,16,102,82.0,31.0,11.0,1.5479189761160939
https://en.khl.ru/players/17852/,2019/2020,6,6,19,11,16,83,53.0,23.0,4.0,1.8403563864748411
https://en.khl.ru/players/17852/,2020/2021,5,3,14,5,6,52,35.0,6.0,3.0,2.868426522552484
https://en.khl.ru/players/17852/,2021/2022,7,2,9,7,4,37,26.0,20.0,3.0,2.1578852724330155
https://en.khl.ru/players/17885/,2016/2017,13,14,25,27,41,103,31.0,30.0,14.0,2.2313173913946773
https://en.khl.ru/players/17885/,2017/2018,16,26,35,18,16,114,27.0,16.0,10.0,3.5973837209302326
https://en.khl.ru/players/17885/,2018/2019,23,24,40,26,16,121,62.0,16.0,9.0,3.443433029908973
https://en.khl.ru/players/17885/,2019/2020,12,13,27,15,12,71,36.0,22.0,7.0,2.821091013769611
https://en.khl.ru/players/17885/,2020/2021,10,11,20,20,22,62,42.0,31.0,6.0,2.414623777809268
https://en.khl.ru/players/17887/,2015/2016,5,4,13,20,34,62,27.0,46.0,9.0,0.9034113892759225
https://en.khl.ru/players/17887/,2016/2017,10,10,26,26,24,108,36.0,49.0,15.0,1.6645035691109669
https://en.khl.ru/players/17887/,2017/2018,7,6,17,23,44,138,37.0,26.0,10.0,1.1478206917946332
https://en.khl.ru/players/17887/,2018/2019,1,7,11,18,18,40,17.0,10.0,5.0,0.8543263964950711
https://en.khl.ru/players/17887/,2019/2020,7,4,22,39,23,73,34.0,19.0,6.0,0.7617654020787158
https://en.khl.ru/players/17903/,2016/2017,3,11,17,2,0,26,18.0,6.0,4.0,5.147004912383606
https://en.khl.ru/players/17903/,2017/2018,8,15,32,18,8,79,16.0,21.0,8.0,2.67818984757111
https://en.khl.ru/players/17903/,2018/2019,2,2,12,8,0,39,19.0,9.0,5.0,1.7191097467382963
https://en.khl.ru/players/17903/,2019/2020,10,12,36,26,2,141,17.0,27.0,8.0,2.9020057306590257
https://en.khl.ru/players/17903/,2020/2021,11,5,16,17,2,66,26.0,32.0,3.0,2.0950074620561483
https://en.khl.ru/players/17903/,2021/2022,13,14,33,24,10,111,14.0,26.0,3.0,3.280540082655235
https://en.khl.ru/players/17906/,2019/2020,9,7,28,23,28,105,25.0,33.0,12.0,1.572782431763606
https://en.khl.ru/players/17906/,2020/2021,1,2,4,14,12,27,18.0,22.0,7.0,0.421731580253039
https://en.khl.ru/players/17906/,2021/2022,4,4,11,16,8,39,17.0,27.0,0.0,1.1779041429731925
https://en.khl.ru/players/17925/,2014/2015,11,5,20,11,53,92,123.0,17.0,7.0,2.0163294284700033
https://en.khl.ru/players/17925/,2015/2016,12,15,41,22,51,165,139.0,28.0,10.0,2.586675003702302
https://en.khl.ru/players/17925/,2016/2017,14,14,34,14,53,129,116.0,42.0,11.0,2.475981071650495
https://en.khl.ru/players/17925/,2017/2018,14,9,28,34,68,109,87.0,43.0,8.0,1.6284391463998724
https://en.khl.ru/players/17940/,2014/2015,11,6,25,19,45,58,18.0,12.0,14.0,1.7780919496479162
https://en.khl.ru/players/17940/,2015/2016,14,11,28,24,18,91,14.0,10.0,15.0,1.933489461358314
https://en.khl.ru/players/17940/,2016/2017,12,10,23,26,16,95,19.0,20.0,13.0,1.6857428393641696
https://en.khl.ru/players/17940/,2017/2018,16,13,23,23,36,101,28.0,18.0,19.0,2.325247595808813
https://en.khl.ru/players/17940/,2018/2019,9,12,17,22,18,85,21.0,7.0,10.0,1.5603220504712172
https://en.khl.ru/players/17940/,2019/2020,16,18,33,26,18,142,39.0,16.0,16.0,2.3048780487804876
https://en.khl.ru/players/17940/,2020/2021,7,3,12,30,12,82,38.0,7.0,9.0,0.715711238042805
https://en.khl.ru/players/17940/,2021/2022,5,11,16,28,20,64,28.0,17.0,11.0,1.2769793179428115
https://en.khl.ru/players/17941/,2014/2015,6,10,23,24,8,65,74.0,6.0,13.0,1.6115562577587181
https://en.khl.ru/players/17941/,2015/2016,7,16,26,24,41,97,77.0,15.0,23.0,1.8259215650756273
https://en.khl.ru/players/17941/,2016/2017,4,12,18,20,56,61,74.0,16.0,8.0,1.2301316108551397
https://en.khl.ru/players/17941/,2017/2018,9,20,21,28,27,107,63.0,20.0,14.0,2.0968894209418623
https://en.khl.ru/players/17941/,2018/2019,8,15,23,30,44,129,76.0,25.0,13.0,1.5146463443677067
https://en.khl.ru/players/17941/,2019/2020,9,23,34,31,24,118,74.0,27.0,6.0,2.047563186520209
https://en.khl.ru/players/17941/,2020/2021,3,10,13,24,8,82,47.0,25.0,6.0,1.2593538966964775
https://en.khl.ru/players/17941/,2021/2022,5,14,14,33,16,81,38.0,23.0,11.0,1.3469903185070857
https://en.khl.ru/players/17991/,2018/2019,9,4,13,4,10,45,13.0,11.0,7.0,2.202583276682529
https://en.khl.ru/players/17991/,2019/2020,14,8,22,12,20,65,9.0,11.0,7.0,3.1474760805014848
https://en.khl.ru/players/17991/,2020/2021,15,31,23,30,20,124,14.0,15.0,22.0,3.0462800234329235
https://en.khl.ru/players/17991/,2021/2022,5,22,20,13,14,48,3.0,5.0,10.0,2.958139534883721
https://en.khl.ru/players/18247/,2014/2015,13,32,38,20,18,123,25.0,24.0,9.0,2.8192448121273745
https://en.khl.ru/players/18247/,2015/2016,15,13,33,24,26,97,41.0,23.0,10.0,2.2407947932341052
https://en.khl.ru/players/18247/,2016/2017,12,6,29,19,22,71,24.0,25.0,5.0,1.8774925861540035
https://en.khl.ru/players/18247/,2017/2018,7,7,21,14,6,46,25.0,14.0,3.0,1.6761101594412966
https://en.khl.ru/players/18247/,2018/2019,8,4,26,10,6,49,18.0,21.0,2.0,1.8345930872532472
https://en.khl.ru/players/18247/,2019/2020,9,10,29,16,12,64,25.0,12.0,1.0,2.3938666944821114
https://en.khl.ru/players/18366/,2014/2015,5,5,10,3,4,22,17.0,3.0,0.0,3.7574159525379036
https://en.khl.ru/players/18366/,2015/2016,4,3,13,11,67,64,50.0,20.0,9.0,0.9307402832438022
https://en.khl.ru/players/18366/,2016/2017,12,13,29,12,15,73,55.0,8.0,4.0,3.443453941618598
https://en.khl.ru/players/18366/,2018/2019,1,2,6,3,8,29,21.0,8.0,2.0,1.0340632603406326
https://en.khl.ru/players/18366/,2019/2020,10,18,34,11,31,85,35.0,20.0,9.0,3.030799092631136
https://en.khl.ru/players/18366/,2020/2021,15,20,45,26,27,118,26.0,13.0,6.0,2.836724674049424
https://en.khl.ru/players/18426/,2015/2016,6,5,11,16,20,64,33.0,27.0,13.0,1.316475137818491
https://en.khl.ru/players/18426/,2016/2017,5,4,18,15,20,57,54.0,32.0,10.0,1.7543859649122806
https://en.khl.ru/players/18426/,2017/2018,4,1,8,14,23,40,29.0,22.0,6.0,0.7670454545454546
https://en.khl.ru/players/18426/,2018/2019,5,4,12,20,18,64,36.0,24.0,9.0,1.0078802401126454
https://en.khl.ru/players/18426/,2019/2020,2,4,5,11,16,39,18.0,22.0,3.0,0.917511359664453
https://en.khl.ru/players/18426/,2021/2022,3,2,5,12,14,32,16.0,19.0,1.0,0.9863013698630138
https://en.khl.ru/players/18590/,2018/2019,3,2,11,3,0,61,17.0,4.0,9.0,1.952828926835793
https://en.khl.ru/players/18590/,2019/2020,4,3,11,14,14,64,61.0,16.0,19.0,1.3818839100900848
https://en.khl.ru/players/18590/,2020/2021,4,1,8,11,10,59,18.0,15.0,9.0,1.3079139880292618
https://en.khl.ru/players/18590/,2021/2022,4,3,11,11,6,48,51.0,7.0,12.0,1.826634302875715
https://en.khl.ru/players/18748/,2014/2015,10,24,33,37,30,107,13.0,13.0,15.0,2.0899269763247696
https://en.khl.ru/players/18748/,2015/2016,9,21,28,22,8,96,3.0,23.0,12.0,3.02557856272838
https://en.khl.ru/players/18748/,2016/2017,9,19,31,26,16,111,11.0,16.0,10.0,2.3156244346620034
https://en.khl.ru/players/18748/,2017/2018,8,20,27,23,10,89,9.0,28.0,13.0,2.622612749932754
https://en.khl.ru/players/18748/,2018/2019,23,24,33,27,14,150,7.0,22.0,11.0,3.5221110303572427
https://en.khl.ru/players/18748/,2019/2020,10,20,31,29,4,73,3.0,13.0,6.0,2.8399311531841653
https://en.khl.ru/players/18748/,2020/2021,9,27,31,30,18,91,12.0,38.0,13.0,2.0732944458534113
https://en.khl.ru/players/18752/,2015/2016,2,1,4,9,10,24,11.0,10.0,10.0,0.9450059062869143
https://en.khl.ru/players/18752/,2016/2017,6,2,9,12,10,45,19.0,10.0,8.0,1.5669149755972258
https://en.khl.ru/players/18752/,2019/2020,7,10,17,30,12,69,25.0,36.0,6.0,1.2485173856045946
https://en.khl.ru/players/18752/,2020/2021,10,16,23,29,18,87,16.0,40.0,7.0,1.9871182721417397
https://en.khl.ru/players/18752/,2021/2022,10,4,15,25,8,65,16.0,29.0,3.0,1.5688503623703283
https://en.khl.ru/players/18764/,2014/2015,16,12,34,36,22,147,46.0,16.0,20.0,2.1474588403722263
https://en.khl.ru/players/18764/,2015/2016,1,1,7,2,8,36,29.0,10.0,5.0,1.1574499356972257
https://en.khl.ru/players/18764/,2016/2017,3,5,10,13,10,63,48.0,4.0,4.0,1.6006097560975612
https://en.khl.ru/players/18764/,2017/2018,7,5,19,8,20,47,56.0,15.0,8.0,2.095147137826061
https://en.khl.ru/players/18764/,2018/2019,1,3,8,15,10,32,39.0,11.0,5.0,0.48052858143958355
https://en.khl.ru/players/18764/,2019/2020,3,8,22,18,16,45,51.0,13.0,8.0,1.6861062428234723
https://en.khl.ru/players/18764/,2020/2021,5,2,13,15,8,45,34.0,18.0,5.0,1.082469999726649
https://en.khl.ru/players/18770/,2015/2016,1,5,7,7,4,47,10.0,13.0,3.0,1.5104808877928484
https://en.khl.ru/players/18770/,2016/2017,17,11,31,24,6,147,4.0,26.0,14.0,2.372597017991338
https://en.khl.ru/players/18770/,2017/2018,6,13,19,5,12,63,8.0,11.0,6.0,3.174146183467089
https://en.khl.ru/players/18770/,2018/2019,20,11,30,9,8,109,5.0,13.0,6.0,3.716224552745219
https://en.khl.ru/players/18770/,2019/2020,17,21,35,21,22,140,8.0,21.0,7.0,3.314983726443525
https://en.khl.ru/players/18770/,2020/2021,18,31,43,29,6,129,5.0,13.0,13.0,3.7279787838605793
https://en.khl.ru/players/18770/,2021/2022,7,26,27,20,12,125,7.0,13.0,9.0,3.008439967329159
https://en.khl.ru/players/18926/,2016/2017,11,11,21,20,26,139,24.0,14.0,4.0,2.090112640801001
https://en.khl.ru/players/18926/,2018/2019,7,8,16,12,2,52,13.0,4.0,2.0,2.892772704093459
https://en.khl.ru/players/18926/,2019/2020,19,23,34,33,23,164,21.0,22.0,1.0,2.386239930328761
https://en.khl.ru/players/18926/,2020/2021,14,14,19,31,18,113,18.0,19.0,6.0,2.286366229321164
https://en.khl.ru/players/18926/,2021/2022,9,7,17,25,14,94,21.0,9.0,2.0,1.7506889285135354
https://en.khl.ru/players/18944/,2014/2015,12,18,39,24,36,65,26.0,10.0,19.0,2.1560145129779515
https://en.khl.ru/players/18944/,2015/2016,11,26,33,28,46,112,16.0,22.0,19.0,2.100196893458762
https://en.khl.ru/players/18944/,2016/2017,12,12,27,31,77,92,26.0,23.0,23.0,1.362088535754824
https://en.khl.ru/players/18947/,2014/2015,18,16,34,33,32,174,14.0,1.0,9.0,2.4931492128311215
https://en.khl.ru/players/18947/,2016/2017,24,16,33,33,24,192,27.0,34.0,15.0,2.7949592016165106
https://en.khl.ru/players/18947/,2017/2018,14,18,30,28,16,157,7.0,30.0,7.0,2.821297553659377
https://en.khl.ru/players/18954/,2014/2015,14,26,38,27,38,136,18.0,31.0,8.0,2.457188794005673
https://en.khl.ru/players/18954/,2015/2016,13,15,20,33,32,107,7.0,21.0,11.0,1.7661851570267268
https://en.khl.ru/players/18954/,2016/2017,14,27,35,22,32,109,12.0,44.0,12.0,2.5277122113000092
https://en.khl.ru/players/18954/,2017/2018,20,22,32,28,26,120,9.0,39.0,8.0,2.7986743121679205
https://en.khl.ru/players/18954/,2018/2019,9,5,13,24,12,57,5.0,25.0,0.0,1.2006319115323854
https://en.khl.ru/players/18954/,2019/2020,4,11,10,19,12,53,8.0,17.0,1.0,1.4947301181731076
https://en.khl.ru/players/18982/,2015/2016,2,3,8,4,2,16,16.0,4.0,9.0,1.9859497433126183
https://en.khl.ru/players/18982/,2016/2017,2,1,6,5,12,27,34.0,11.0,6.0,0.8356545961002786
https://en.khl.ru/players/18982/,2017/2018,1,3,6,13,12,32,29.0,18.0,6.0,0.6231916314266638
https://en.khl.ru/players/18993/,2015/2016,3,3,11,6,6,35,20.0,9.0,3.0,2.2613981762917934
https://en.khl.ru/players/18993/,2016/2017,8,3,22,17,16,88,49.0,26.0,10.0,1.606601992888811
https://en.khl.ru/players/18993/,2017/2018,5,3,13,15,35,75,50.0,26.0,9.0,1.0296191819464036
https://en.khl.ru/players/18993/,2018/2019,7,7,21,28,18,63,50.0,24.0,5.0,1.2562597133482991
https://en.khl.ru/players/18993/,2019/2020,1,1,7,10,35,36,18.0,25.0,2.0,0.1991701244813278
https://en.khl.ru/players/18993/,2020/2021,5,3,14,6,2,41,16.0,14.0,3.0,2.5565191237656024
https://en.khl.ru/players/18993/,2021/2022,8,3,11,21,16,72,36.0,31.0,13.0,1.2063883748029338
https://en.khl.ru/players/18998/,2019/2020,17,17,37,26,28,133,16.0,15.0,17.0,2.854607585855344
https://en.khl.ru/players/18998/,2020/2021,14,35,44,36,14,121,30.0,11.0,23.0,2.8232552581261947
https://en.khl.ru/players/18998/,2021/2022,11,24,38,17,14,82,6.0,10.0,9.0,3.8141734686093525
https://en.khl.ru/players/19000/,2014/2015,3,4,12,20,12,38,15.0,8.0,10.0,0.9432515337423313
https://en.khl.ru/players/19000/,2017/2018,9,10,25,20,12,84,37.0,58.0,14.0,1.908766797696316
https://en.khl.ru/players/19000/,2018/2019,11,15,30,44,16,93,35.0,60.0,18.0,1.7194216490816725
https://en.khl.ru/players/19000/,2019/2020,14,14,33,34,19,89,45.0,45.0,19.0,2.096715146270842
https://en.khl.ru/players/19000/,2020/2021,8,21,39,34,16,109,44.0,48.0,23.0,2.1749364466622727
https://en.khl.ru/players/19000/,2021/2022,13,9,27,25,18,107,51.0,41.0,18.0,2.1980525027048574
https://en.khl.ru/players/19014/,2016/2017,14,25,29,29,18,91,29.0,14.0,14.0,2.9848800834202294
https://en.khl.ru/players/19014/,2017/2018,18,22,26,29,42,108,36.0,5.0,26.0,2.694817658349328
https://en.khl.ru/players/19014/,2018/2019,5,21,25,22,28,77,45.0,18.0,10.0,2.0610876583064317
https://en.khl.ru/players/19014/,2019/2020,14,28,42,30,25,114,50.0,20.0,17.0,2.9630134187044477
https://en.khl.ru/players/19014/,2020/2021,11,27,30,18,26,83,20.0,12.0,11.0,2.9641673441310736
https://en.khl.ru/players/19020/,2016/2017,3,7,12,21,8,53,26.0,51.0,10.0,1.0108765195137557
https://en.khl.ru/players/19020/,2017/2018,2,4,10,13,14,26,8.0,27.0,14.0,1.098121241549322
https://en.khl.ru/players/19020/,2018/2019,7,4,18,6,2,41,13.0,22.0,3.0,2.664277645775718
https://en.khl.ru/players/19020/,2020/2021,1,1,5,11,6,23,16.0,10.0,4.0,0.33431263296525177
https://en.khl.ru/players/19020/,2021/2022,2,4,8,20,4,56,19.0,26.0,12.0,0.7381232822928937
https://en.khl.ru/players/19025/,2017/2018,19,18,24,22,36,183,15.0,14.0,7.0,2.787736884466233
https://en.khl.ru/players/19025/,2018/2019,21,18,43,31,32,168,12.0,12.0,8.0,3.7814572444990997
https://en.khl.ru/players/19025/,2019/2020,15,10,28,15,26,101,13.0,3.0,4.0,4.142302033425133
https://en.khl.ru/players/19025/,2020/2021,18,13,38,33,31,157,33.0,17.0,13.0,2.6676131587304552
https://en.khl.ru/players/19025/,2021/2022,19,15,33,22,14,122,4.0,4.0,12.0,4.087193460490464
https://en.khl.ru/players/19031/,2014/2015,3,9,15,21,8,38,48.0,7.0,13.0,1.2513213153158302
https://en.khl.ru/players/19031/,2016/2017,4,4,9,13,14,48,25.0,14.0,8.0,1.2191761950681912
https://en.khl.ru/players/19031/,2017/2018,6,4,13,12,14,57,52.0,14.0,8.0,1.377599493296738
https://en.khl.ru/players/19035/,2016/2017,1,3,7,8,4,29,4.0,4.0,8.0,0.962360992301112
https://en.khl.ru/players/19035/,2019/2020,2,5,12,7,8,50,47.0,5.0,12.0,1.5417385130337762
https://en.khl.ru/players/19035/,2021/2022,3,7,20,12,4,45,26.0,7.0,15.0,2.0478521685168585
https://en.khl.ru/players/19045/,2017/2018,6,7,12,10,8,56,3.0,9.0,8.0,2.284111400520938
https://en.khl.ru/players/19045/,2018/2019,17,18,39,29,10,133,6.0,19.0,17.0,2.6657975091776165
https://en.khl.ru/players/19045/,2019/2020,17,15,34,26,4,155,0.0,18.0,14.0,2.630251369922589
https://en.khl.ru/players/19045/,2020/2021,19,15,31,41,39,145,19.0,27.0,16.0,2.0781011473876
https://en.khl.ru/players/19045/,2021/2022,18,26,32,31,10,137,3.0,24.0,20.0,3.3729653497345895
https://en.khl.ru/players/19051/,2017/2018,4,9,20,11,22,50,21.0,6.0,5.0,2.035568887936576
https://en.khl.ru/players/19051/,2018/2019,1,4,20,12,20,41,20.0,12.0,6.0,1.1050814010853478
https://en.khl.ru/players/19051/,2019/2020,8,6,22,20,18,43,21.0,10.0,11.0,1.664283671718616
https://en.khl.ru/players/19051/,2020/2021,2,5,11,18,18,27,16.0,12.0,10.0,0.8209494127931284
https://en.khl.ru/players/19051/,2021/2022,1,3,8,7,4,26,10.0,10.0,6.0,1.4380530973451326
https://en.khl.ru/players/19058/,2014/2015,9,9,20,18,43,78,35.0,13.0,22.0,2.1866526720895654
https://en.khl.ru/players/19058/,2015/2016,25,19,36,32,14,134,23.0,21.0,40.0,3.306331050307687
https://en.khl.ru/players/19058/,2016/2017,7,10,21,27,59,122,34.0,17.0,31.0,1.4738423435311314
https://en.khl.ru/players/19058/,2017/2018,18,13,28,18,16,88,34.0,9.0,20.0,3.779475803138608
https://en.khl.ru/players/19058/,2018/2019,19,21,38,36,14,134,76.0,30.0,22.0,2.982634660616878
https://en.khl.ru/players/19058/,2019/2020,11,14,25,22,25,103,48.0,32.0,15.0,2.826065844420705
https://en.khl.ru/players/19058/,2020/2021,12,15,30,29,28,136,66.0,26.0,22.0,2.41681654676259
https://en.khl.ru/players/19060/,2018/2019,6,13,26,25,6,68,10.0,9.0,6.0,2.605686367646061
https://en.khl.ru/players/19060/,2019/2020,12,16,29,56,21,108,10.0,17.0,15.0,1.274604175656388
https://en.khl.ru/players/19060/,2020/2021,25,24,43,29,20,184,13.0,20.0,19.0,3.394358450538226
https://en.khl.ru/players/19060/,2021/2022,7,10,19,18,10,73,3.0,16.0,7.0,2.199666717164066
https://en.khl.ru/players/19066/,2015/2016,6,5,14,18,6,72,9.0,12.0,9.0,1.581928259878914
https://en.khl.ru/players/19066/,2016/2017,13,10,21,18,8,97,16.0,15.0,11.0,2.4568995602708172
https://en.khl.ru/players/19066/,2017/2018,13,12,20,36,30,134,13.0,13.0,10.0,1.753718644271386
https://en.khl.ru/players/19066/,2018/2019,3,12,23,17,4,45,5.0,5.0,3.0,2.110007169927276
https://en.khl.ru/players/19066/,2019/2020,5,5,10,26,10,45,10.0,10.0,4.0,0.7150234368793199
https://en.khl.ru/players/19066/,2021/2022,6,3,11,12,8,35,11.0,3.0,3.0,2.001725625539258
https://en.khl.ru/players/19173/,2018/2019,4,8,15,15,26,51,73.0,22.0,9.0,1.802209159615012
https://en.khl.ru/players/19173/,2019/2020,3,7,15,11,19,47,54.0,20.0,7.0,1.5961995249406178
https://en.khl.ru/players/19173/,2021/2022,4,1,6,14,10,37,52.0,35.0,8.0,0.8545766357585095
https://en.khl.ru/players/19208/,2017/2018,3,8,11,6,0,25,29.0,8.0,10.0,2.7109383208994426
https://en.khl.ru/players/19208/,2018/2019,6,5,7,9,2,30,6.0,7.0,4.0,2.498078401229823
https://en.khl.ru/players/19208/,2019/2020,7,9,18,23,10,55,22.0,4.0,6.0,1.6405623086753647
https://en.khl.ru/players/19215/,2016/2017,6,5,14,4,4,46,5.0,4.0,13.0,3.9709567564094326
https://en.khl.ru/players/19215/,2017/2018,13,12,26,5,12,85,3.0,4.0,15.0,3.67782055078472
https://en.khl.ru/players/19215/,2018/2019,12,19,35,12,20,112,18.0,7.0,17.0,3.0799925182367978
https://en.khl.ru/players/19215/,2019/2020,14,19,33,13,6,70,13.0,6.0,14.0,3.7665768617090842
https://en.khl.ru/players/19215/,2020/2021,18,19,40,23,14,113,16.0,11.0,23.0,3.118562059384982
https://en.khl.ru/players/19215/,2021/2022,20,33,39,24,10,101,14.0,6.0,20.0,4.427754246539452
https://en.khl.ru/players/19218/,2016/2017,4,12,18,7,42,61,38.0,27.0,11.0,2.60657073038284
https://en.khl.ru/players/19218/,2017/2018,7,10,25,6,44,92,27.0,21.0,13.0,3.1088082901554404
https://en.khl.ru/players/19218/,2018/2019,8,7,28,11,25,65,36.0,30.0,9.0,2.494280453099716
https://en.khl.ru/players/19218/,2019/2020,5,12,20,13,24,62,23.0,24.0,6.0,2.0415049772228784
https://en.khl.ru/players/19218/,2020/2021,7,13,26,16,48,77,30.0,32.0,6.0,2.0619035456381916
https://en.khl.ru/players/19218/,2021/2022,3,4,9,11,18,41,21.0,11.0,10.0,1.3963926523148533
https://en.khl.ru/players/19258/,2016/2017,7,4,12,12,12,59,26.0,8.0,9.0,2.4647056046083384
https://en.khl.ru/players/19258/,2017/2018,3,4,11,14,8,46,34.0,5.0,8.0,1.7551823271296716
https://en.khl.ru/players/19258/,2018/2019,7,8,14,17,16,77,26.0,11.0,13.0,2.29933110367893
https://en.khl.ru/players/19258/,2019/2020,14,15,28,35,24,128,58.0,17.0,28.0,2.488518421105873
https://en.khl.ru/players/19258/,2020/2021,14,15,24,34,25,99,30.0,18.0,17.0,2.4439352912587653
https://en.khl.ru/players/19258/,2021/2022,6,14,22,30,8,84,30.0,19.0,14.0,1.711411587954798
https://en.khl.ru/players/19277/,2018/2019,2,7,17,14,12,49,11.0,18.0,6.0,1.2149117940752248
https://en.khl.ru/players/19277/,2019/2020,2,1,7,8,10,34,18.0,24.0,3.0,0.8518587707827386
https://en.khl.ru/players/19277/,2020/2021,3,5,15,8,10,29,13.0,21.0,6.0,1.9145867028019408
https://en.khl.ru/players/19277/,2021/2022,3,7,18,16,12,36,13.0,32.0,3.0,1.5099388379204892
https://en.khl.ru/players/19294/,2016/2017,4,2,12,20,16,33,12.0,8.0,0.0,0.6242143135809962
https://en.khl.ru/players/19294/,2017/2018,2,1,6,5,6,30,14.0,4.0,5.0,1.5689381933438986
https://en.khl.ru/players/19294/,2019/2020,1,4,9,7,15,26,14.0,10.0,2.0,1.0588571973671659
https://en.khl.ru/players/19294/,2021/2022,3,0,6,12,6,21,23.0,12.0,0.0,0.8528521104999691
