Profile,Year,Goals,Assists,Plus,Minus,Penalties,Shots,Hits,Shots_blocked,Penalties_against,R,T1_Profile,T1_Year,T1_Goals,T1_Assists,T1_Plus,T1_Minus,T1_Penalties,T1_Shots,T1_Hits,T1_Shots_blocked,T1_Penalties_against,T1_R,predict
https://en.khl.ru/players/14936/,2017/2018,7,5,21,16,18,89,59.0,25.0,22.0,1.660616513908666,https://en.khl.ru/players/14936/,2018/2019,13.0,11.0,38.0,19.0,46.0,114.0,149.0,25.0,19.0,2.54497896857658,2.0050927525005244
https://en.khl.ru/players/14936/,2018/2019,13,11,38,19,46,114,149.0,25.0,19.0,2.54497896857658,https://en.khl.ru/players/14936/,2019/2020,0.0,5.0,12.0,15.0,20.0,47.0,81.0,23.0,8.0,1.2519787019715067,1.6293051974946013
https://en.khl.ru/players/14936/,2019/2020,0,5,12,15,20,47,81.0,23.0,8.0,1.2519787019715067,https://en.khl.ru/players/14936/,2020/2021,6.0,7.0,19.0,14.0,30.0,92.0,78.0,27.0,16.0,1.9486271036315324,1.7410405703567207
https://en.khl.ru/players/14936/,2020/2021,6,7,19,14,30,92,78.0,27.0,16.0,1.9486271036315324,https://en.khl.ru/players/14936/,2021/2022,5.0,7.0,19.0,10.0,26.0,75.0,68.0,21.0,12.0,1.8006244100776885,1.7924411798655122
https://en.khl.ru/players/15050/,2014/2015,5,11,18,18,18,59,13.0,8.0,9.0,1.742230399908001,https://en.khl.ru/players/15050/,2015/2016,0.0,4.0,8.0,7.0,6.0,29.0,11.0,4.0,1.0,1.4462187405845135,1.4301860760197393
https://en.khl.ru/players/15050/,2015/2016,0,4,8,7,6,29,11.0,4.0,1.0,1.4462187405845135,https://en.khl.ru/players/15050/,2016/2017,19.0,21.0,33.0,32.0,60.0,125.0,11.0,10.0,15.0,2.261024932997645,2.058780689057311
https://en.khl.ru/players/15050/,2016/2017,19,21,33,32,60,125,11.0,10.0,15.0,2.261024932997645,https://en.khl.ru/players/15050/,2017/2018,6.0,7.0,14.0,14.0,50.0,77.0,4.0,7.0,6.0,1.3257227030012888,1.6731566625330034
https://en.khl.ru/players/15050/,2017/2018,6,7,14,14,50,77,4.0,7.0,6.0,1.3257227030012888,https://en.khl.ru/players/15050/,2018/2019,3.0,5.0,9.0,8.0,8.0,32.0,6.0,7.0,4.0,1.8551832696199684,1.466260121115672
https://en.khl.ru/players/15070/,2014/2015,13,22,30,19,8,126,17.0,12.0,12.0,2.976036333937571,https://en.khl.ru/players/15070/,2015/2016,0.0,6.0,8.0,11.0,14.0,48.0,9.0,10.0,7.0,1.432680306072611,1.96072221391403
https://en.khl.ru/players/15070/,2015/2016,0,6,8,11,14,48,9.0,10.0,7.0,1.432680306072611,https://en.khl.ru/players/15070/,2016/2017,6.0,8.0,14.0,19.0,12.0,111.0,15.0,13.0,10.0,1.7624231971542526,1.8351947229193382
https://en.khl.ru/players/15103/,2014/2015,2,3,12,17,43,65,53.0,12.0,6.0,0.656328421594492,https://en.khl.ru/players/15103/,2015/2016,1.0,1.0,3.0,17.0,27.0,32.0,40.0,11.0,6.0,-0.1278817803985648,0.7273645566856404
https://en.khl.ru/players/15103/,2015/2016,1,1,3,17,27,32,40.0,11.0,6.0,-0.1278817803985648,https://en.khl.ru/players/15103/,2016/2017,5.0,6.0,14.0,19.0,15.0,65.0,35.0,13.0,7.0,1.3837638376383763,1.2008178981105226
https://en.khl.ru/players/15103/,2016/2017,5,6,14,19,15,65,35.0,13.0,7.0,1.3837638376383763,https://en.khl.ru/players/15103/,2017/2018,6.0,2.0,7.0,14.0,28.0,44.0,28.0,7.0,1.0,0.7686510926902789,1.1863373590301305
https://en.khl.ru/players/15103/,2017/2018,6,2,7,14,28,44,28.0,7.0,1.0,0.7686510926902789,https://en.khl.ru/players/15103/,2018/2019,2.0,2.0,5.0,16.0,2.0,25.0,21.0,10.0,3.0,0.5864800905442946,1.0001155460761137
https://en.khl.ru/players/15104/,2014/2015,11,16,24,38,23,156,95.0,16.0,23.0,1.917188124084676,https://en.khl.ru/players/15104/,2015/2016,13.0,9.0,23.0,34.0,64.0,162.0,88.0,7.0,4.0,1.4615425056516482,1.9702640636755477
https://en.khl.ru/players/15104/,2015/2016,13,9,23,34,64,162,88.0,7.0,4.0,1.4615425056516482,https://en.khl.ru/players/15104/,2016/2017,11.0,11.0,24.0,19.0,36.0,132.0,60.0,5.0,9.0,2.0632651792927725,2.147517577771163
https://en.khl.ru/players/15104/,2016/2017,11,11,24,19,36,132,60.0,5.0,9.0,2.0632651792927725,https://en.khl.ru/players/15104/,2017/2018,6.0,8.0,16.0,20.0,58.0,106.0,69.0,14.0,3.0,1.3496811192959906,1.7201212885494512
https://en.khl.ru/players/15104/,2017/2018,6,8,16,20,58,106,69.0,14.0,3.0,1.3496811192959906,https://en.khl.ru/players/15104/,2019/2020,6.0,9.0,13.0,26.0,30.0,112.0,94.0,14.0,11.0,1.1529467215343618,1.58609603687943
https://en.khl.ru/players/15104/,2019/2020,6,9,13,26,30,112,94.0,14.0,11.0,1.1529467215343618,https://en.khl.ru/players/15104/,2020/2021,5.0,13.0,19.0,19.0,22.0,79.0,96.0,4.0,9.0,2.502858202268022,1.9471755650788567
https://en.khl.ru/players/15104/,2020/2021,5,13,19,19,22,79,96.0,4.0,9.0,2.502858202268022,https://en.khl.ru/players/15104/,2021/2022,5.0,5.0,14.0,20.0,21.0,62.0,71.0,13.0,9.0,1.2801938729815872,1.6956023633423696
https://en.khl.ru/players/15112/,2014/2015,9,6,13,11,8,58,17.0,6.0,1.0,2.295552367288379,https://en.khl.ru/players/15112/,2015/2016,8.0,14.0,32.0,19.0,32.0,106.0,6.0,19.0,6.0,1.7602190494817134,1.9902190906990034
https://en.khl.ru/players/15112/,2015/2016,8,14,32,19,32,106,6.0,19.0,6.0,1.7602190494817134,https://en.khl.ru/players/15112/,2016/2017,12.0,15.0,28.0,26.0,18.0,163.0,3.0,26.0,6.0,2.175081955839245,2.2300329394301897
https://en.khl.ru/players/15112/,2016/2017,12,15,28,26,18,163,3.0,26.0,6.0,2.175081955839245,https://en.khl.ru/players/15112/,2017/2018,8.0,6.0,19.0,8.0,6.0,69.0,7.0,13.0,2.0,2.964778432225165,2.310743053269491
https://en.khl.ru/players/15112/,2017/2018,8,6,19,8,6,69,7.0,13.0,2.0,2.964778432225165,https://en.khl.ru/players/15112/,2018/2019,16.0,25.0,36.0,22.0,26.0,140.0,18.0,12.0,6.0,2.9874270157968263,2.6004427522513134
https://en.khl.ru/players/15112/,2018/2019,16,25,36,22,26,140,18.0,12.0,6.0,2.9874270157968263,https://en.khl.ru/players/15112/,2019/2020,3.0,10.0,19.0,26.0,16.0,99.0,14.0,20.0,3.0,0.8933054031127192,1.9246905783915929
https://en.khl.ru/players/15112/,2019/2020,3,10,19,26,16,99,14.0,20.0,3.0,0.8933054031127192,https://en.khl.ru/players/15112/,2020/2021,3.0,13.0,16.0,11.0,6.0,56.0,8.0,5.0,5.0,1.953445915107257,1.7146368654849384
https://en.khl.ru/players/15112/,2020/2021,3,13,16,11,6,56,8.0,5.0,5.0,1.953445915107257,https://en.khl.ru/players/15112/,2021/2022,8.0,8.0,23.0,20.0,8.0,58.0,4.0,12.0,2.0,1.9218776574635752,1.7676795925914042
https://en.khl.ru/players/15114/,2014/2015,2,2,11,13,11,31,71.0,11.0,4.0,1.0165967114636685,https://en.khl.ru/players/15114/,2015/2016,5.0,7.0,15.0,28.0,12.0,87.0,59.0,14.0,8.0,0.8788519301368339,1.3947504479207904
https://en.khl.ru/players/15114/,2015/2016,5,7,15,28,12,87,59.0,14.0,8.0,0.8788519301368339,https://en.khl.ru/players/15114/,2016/2017,5.0,13.0,25.0,20.0,25.0,71.0,42.0,21.0,5.0,1.413965629758538,1.4575081632740643
https://en.khl.ru/players/15114/,2016/2017,5,13,25,20,25,71,42.0,21.0,5.0,1.413965629758538,https://en.khl.ru/players/15114/,2017/2018,3.0,3.0,11.0,15.0,16.0,59.0,44.0,24.0,3.0,0.8257522743177047,1.2549737285003697
https://en.khl.ru/players/15114/,2017/2018,3,3,11,15,16,59,44.0,24.0,3.0,0.8257522743177047,https://en.khl.ru/players/15114/,2018/2019,5.0,6.0,21.0,10.0,18.0,44.0,48.0,13.0,0.0,1.6663490075421352,1.370211824647154
https://en.khl.ru/players/15114/,2018/2019,5,6,21,10,18,44,48.0,13.0,0.0,1.6663490075421352,https://en.khl.ru/players/15114/,2019/2020,5.0,5.0,12.0,10.0,16.0,46.0,61.0,22.0,1.0,1.6267423686644764,1.4327179778041685
https://en.khl.ru/players/15114/,2019/2020,5,5,12,10,16,46,61.0,22.0,1.0,1.6267423686644764,https://en.khl.ru/players/15114/,2020/2021,4.0,5.0,20.0,32.0,22.0,40.0,78.0,25.0,7.0,0.6974616967756688,1.1539058020429431
https://en.khl.ru/players/15114/,2020/2021,4,5,20,32,22,40,78.0,25.0,7.0,0.6974616967756688,https://en.khl.ru/players/15114/,2021/2022,4.0,5.0,9.0,14.0,10.0,36.0,45.0,30.0,5.0,1.4115749142972376,1.1093892449372391
https://en.khl.ru/players/15129/,2014/2015,6,6,15,27,18,68,44.0,33.0,13.0,1.3082290170326287,https://en.khl.ru/players/15129/,2015/2016,20.0,16.0,27.0,30.0,14.0,149.0,24.0,61.0,23.0,2.4564903452485525,2.079136260479582
https://en.khl.ru/players/15129/,2015/2016,20,16,27,30,14,149,24.0,61.0,23.0,2.4564903452485525,https://en.khl.ru/players/15129/,2016/2017,2.0,9.0,12.0,9.0,4.0,42.0,13.0,19.0,5.0,1.9588085929627987,1.916637195321907
https://en.khl.ru/players/15160/,2014/2015,4,5,16,9,16,29,37.0,17.0,17.0,1.683057223945614,https://en.khl.ru/players/15160/,2015/2016,5.0,8.0,17.0,19.0,22.0,46.0,47.0,26.0,13.0,1.16382036685642,1.3003648968588144
https://en.khl.ru/players/15160/,2015/2016,5,8,17,19,22,46,47.0,26.0,13.0,1.16382036685642,https://en.khl.ru/players/15160/,2016/2017,5.0,12.0,26.0,16.0,29.0,75.0,42.0,28.0,13.0,1.5725569204985113,1.5212041089935144
https://en.khl.ru/players/15160/,2016/2017,5,12,26,16,29,75,42.0,28.0,13.0,1.5725569204985113,https://en.khl.ru/players/15160/,2017/2018,4.0,0.0,6.0,9.0,8.0,32.0,32.0,27.0,9.0,0.8254104123994986,1.2299441407766472
https://en.khl.ru/players/15160/,2017/2018,4,0,6,9,8,32,32.0,27.0,9.0,0.8254104123994986,https://en.khl.ru/players/15160/,2018/2019,9.0,10.0,31.0,8.0,14.0,39.0,35.0,31.0,10.0,2.850877192982456,1.7074935885651052
https://en.khl.ru/players/15160/,2018/2019,9,10,31,8,14,39,35.0,31.0,10.0,2.850877192982456,https://en.khl.ru/players/15160/,2019/2020,5.0,3.0,16.0,17.0,14.0,52.0,33.0,37.0,9.0,1.3007270323859883,1.565260500104868
https://en.khl.ru/players/15160/,2019/2020,5,3,16,17,14,52,33.0,37.0,9.0,1.3007270323859883,https://en.khl.ru/players/15160/,2020/2021,4.0,5.0,12.0,18.0,12.0,38.0,34.0,26.0,9.0,1.1250806922627647,1.2390605636960084
https://en.khl.ru/players/15217/,2014/2015,24,33,47,49,38,146,58.0,26.0,12.0,2.982159514925373,https://en.khl.ru/players/15217/,2015/2016,26.0,29.0,39.0,49.0,54.0,123.0,44.0,31.0,16.0,2.550614194722475,2.422724035296595
https://en.khl.ru/players/15217/,2015/2016,26,29,39,49,54,123,44.0,31.0,16.0,2.550614194722475,https://en.khl.ru/players/15217/,2016/2017,16.0,33.0,30.0,39.0,85.0,170.0,54.0,13.0,11.0,2.4148003894839336,2.339270494780407
https://en.khl.ru/players/15217/,2016/2017,16,33,30,39,85,170,54.0,13.0,11.0,2.4148003894839336,https://en.khl.ru/players/15217/,2017/2018,20.0,25.0,44.0,38.0,24.0,130.0,84.0,25.0,8.0,2.784499923418594,2.29986250396386
https://en.khl.ru/players/15217/,2017/2018,20,25,44,38,24,130,84.0,25.0,8.0,2.784499923418594,https://en.khl.ru/players/15217/,2018/2019,20.0,35.0,47.0,35.0,34.0,127.0,70.0,21.0,14.0,2.9893965847634463,2.6928368423145352
https://en.khl.ru/players/15247/,2014/2015,6,3,17,9,31,54,19.0,16.0,9.0,1.3731170336037082,https://en.khl.ru/players/15247/,2015/2016,5.0,8.0,17.0,19.0,44.0,84.0,22.0,21.0,10.0,1.1614550095724314,1.4222051320021527
https://en.khl.ru/players/15247/,2015/2016,5,8,17,19,44,84,22.0,21.0,10.0,1.1614550095724314,https://en.khl.ru/players/15247/,2016/2017,6.0,8.0,19.0,17.0,29.0,89.0,17.0,20.0,13.0,1.5176273083379967,1.6058261615720255
https://en.khl.ru/players/15247/,2016/2017,6,8,19,17,29,89,17.0,20.0,13.0,1.5176273083379967,https://en.khl.ru/players/15247/,2017/2018,1.0,8.0,19.0,15.0,16.0,78.0,18.0,28.0,6.0,1.2166226191561105,1.4595995141156577
https://en.khl.ru/players/15247/,2017/2018,1,8,19,15,16,78,18.0,28.0,6.0,1.2166226191561105,https://en.khl.ru/players/15247/,2018/2019,2.0,3.0,15.0,4.0,6.0,36.0,20.0,22.0,6.0,1.796770668932864,1.5158696175201507
https://en.khl.ru/players/15247/,2018/2019,2,3,15,4,6,36,20.0,22.0,6.0,1.796770668932864,https://en.khl.ru/players/15247/,2019/2020,1.0,2.0,13.0,20.0,35.0,69.0,33.0,30.0,7.0,0.4238570996064184,1.1653165528341654
https://en.khl.ru/players/15247/,2019/2020,1,2,13,20,35,69,33.0,30.0,7.0,0.4238570996064184,https://en.khl.ru/players/15247/,2020/2021,1.0,7.0,9.0,10.0,15.0,43.0,22.0,23.0,7.0,1.086884921941901,1.085869817895484
https://en.khl.ru/players/15247/,2020/2021,1,7,9,10,15,43,22.0,23.0,7.0,1.086884921941901,https://en.khl.ru/players/15247/,2021/2022,6.0,1.0,10.0,7.0,4.0,36.0,6.0,11.0,4.0,1.83005289996664,1.506336459005212
https://en.khl.ru/players/15250/,2014/2015,11,21,28,36,28,101,77.0,10.0,25.0,2.0048169883645985,https://en.khl.ru/players/15250/,2015/2016,15.0,10.0,22.0,27.0,38.0,96.0,45.0,8.0,18.0,1.534501696804761,1.9234902685354918
https://en.khl.ru/players/15250/,2015/2016,15,10,22,27,38,96,45.0,8.0,18.0,1.534501696804761,https://en.khl.ru/players/15250/,2016/2017,9.0,7.0,16.0,30.0,14.0,87.0,45.0,12.0,8.0,1.1872947224545585,1.5541309216121506
https://en.khl.ru/players/15250/,2016/2017,9,7,16,30,14,87,45.0,12.0,8.0,1.1872947224545585,https://en.khl.ru/players/15250/,2017/2018,11.0,11.0,19.0,20.0,42.0,69.0,23.0,4.0,12.0,1.5555272217263802,1.6841233667137505
https://en.khl.ru/players/15250/,2017/2018,11,11,19,20,42,69,23.0,4.0,12.0,1.5555272217263802,https://en.khl.ru/players/15250/,2018/2019,7.0,16.0,27.0,30.0,34.0,93.0,17.0,8.0,8.0,1.3057137247202042,1.604404715065567
https://en.khl.ru/players/15250/,2018/2019,7,16,27,30,34,93,17.0,8.0,8.0,1.3057137247202042,https://en.khl.ru/players/15250/,2019/2020,6.0,13.0,27.0,36.0,42.0,80.0,33.0,16.0,12.0,0.9812991475583164,1.414681970748023
https://en.khl.ru/players/15251/,2014/2015,13,19,32,32,22,137,10.0,20.0,13.0,2.2986897118765635,https://en.khl.ru/players/15251/,2015/2016,10.0,18.0,23.0,27.0,18.0,129.0,7.0,18.0,2.0,1.6758730455949815,2.0393384719415746
https://en.khl.ru/players/15251/,2015/2016,10,18,23,27,18,129,7.0,18.0,2.0,1.6758730455949815,https://en.khl.ru/players/15251/,2016/2017,11.0,18.0,25.0,24.0,10.0,133.0,19.0,22.0,9.0,2.0927869962749748,2.2417189823639028
https://en.khl.ru/players/15251/,2016/2017,11,18,25,24,10,133,19.0,22.0,9.0,2.0927869962749748,https://en.khl.ru/players/15251/,2017/2018,5.0,13.0,15.0,13.0,4.0,59.0,3.0,4.0,3.0,2.494895117876369,2.1829720564422086
https://en.khl.ru/players/15251/,2017/2018,5,13,15,13,4,59,3.0,4.0,3.0,2.494895117876369,https://en.khl.ru/players/15251/,2018/2019,18.0,26.0,36.0,34.0,32.0,147.0,5.0,24.0,13.0,2.4094274324265124,2.388218867688302
https://en.khl.ru/players/15251/,2018/2019,18,26,36,34,32,147,5.0,24.0,13.0,2.4094274324265124,https://en.khl.ru/players/15251/,2019/2020,11.0,21.0,25.0,39.0,14.0,126.0,3.0,28.0,7.0,1.8487744079767343,2.1377907848415187
https://en.khl.ru/players/15251/,2019/2020,11,21,25,39,14,126,3.0,28.0,7.0,1.8487744079767343,https://en.khl.ru/players/15251/,2020/2021,7.0,16.0,17.0,28.0,8.0,60.0,4.0,19.0,4.0,1.8658153998568991,1.7610865976524075
https://en.khl.ru/players/15251/,2020/2021,7,16,17,28,8,60,4.0,19.0,4.0,1.8658153998568991,https://en.khl.ru/players/15251/,2021/2022,3.0,15.0,15.0,25.0,12.0,68.0,6.0,15.0,5.0,1.6825473404896878,1.676913192414685
https://en.khl.ru/players/15255/,2014/2015,9,6,23,26,16,85,56.0,24.0,14.0,1.367360596140281,https://en.khl.ru/players/15255/,2015/2016,5.0,11.0,20.0,20.0,29.0,78.0,53.0,28.0,11.0,1.445041061276058,1.5373382124544435
https://en.khl.ru/players/15255/,2015/2016,5,11,20,20,29,78,53.0,28.0,11.0,1.445041061276058,https://en.khl.ru/players/15255/,2016/2017,7.0,6.0,22.0,28.0,22.0,99.0,53.0,26.0,11.0,1.1016094083398118,1.5432554628008404
https://en.khl.ru/players/15255/,2016/2017,7,6,22,28,22,99,53.0,26.0,11.0,1.1016094083398118,https://en.khl.ru/players/15255/,2017/2018,0.0,9.0,10.0,27.0,22.0,63.0,84.0,33.0,15.0,0.8240060427109799,1.2147193542673693
https://en.khl.ru/players/15255/,2017/2018,0,9,10,27,22,63,84.0,33.0,15.0,0.8240060427109799,https://en.khl.ru/players/15255/,2018/2019,5.0,5.0,12.0,26.0,32.0,62.0,45.0,17.0,11.0,0.6468063934324273,1.1447387953686792
https://en.khl.ru/players/15255/,2018/2019,5,5,12,26,32,62,45.0,17.0,11.0,0.6468063934324273,https://en.khl.ru/players/15255/,2019/2020,7.0,7.0,18.0,26.0,23.0,68.0,53.0,41.0,13.0,1.082700623063566,1.1150050412390355
https://en.khl.ru/players/15255/,2019/2020,7,7,18,26,23,68,53.0,41.0,13.0,1.082700623063566,https://en.khl.ru/players/15255/,2021/2022,5.0,6.0,9.0,11.0,27.0,50.0,29.0,25.0,7.0,1.159965514538757,1.2473387101238722
https://en.khl.ru/players/15262/,2014/2015,7,9,25,22,16,81,8.0,19.0,15.0,1.6747153426963803,https://en.khl.ru/players/15262/,2016/2017,5.0,9.0,16.0,14.0,20.0,49.0,10.0,14.0,6.0,1.460671013235582,1.4856878715478756
https://en.khl.ru/players/15262/,2016/2017,5,9,16,14,20,49,10.0,14.0,6.0,1.460671013235582,https://en.khl.ru/players/15262/,2017/2018,3.0,3.0,9.0,14.0,8.0,41.0,4.0,8.0,3.0,0.789531398494042,1.2617156388615076
https://en.khl.ru/players/15270/,2014/2015,6,10,23,31,18,62,27.0,41.0,14.0,1.230180426462548,https://en.khl.ru/players/15270/,2015/2016,6.0,3.0,12.0,21.0,8.0,78.0,25.0,29.0,9.0,1.019915636607836,1.3211117412189446
https://en.khl.ru/players/15270/,2015/2016,6,3,12,21,8,78,25.0,29.0,9.0,1.019915636607836,https://en.khl.ru/players/15270/,2016/2017,6.0,8.0,17.0,9.0,6.0,98.0,45.0,31.0,7.0,1.6847217742700489,1.642883445631539
https://en.khl.ru/players/15270/,2016/2017,6,8,17,9,6,98,45.0,31.0,7.0,1.6847217742700489,https://en.khl.ru/players/15270/,2017/2018,9.0,8.0,14.0,16.0,8.0,84.0,37.0,36.0,4.0,1.8022460828046891,1.7893143061500572
https://en.khl.ru/players/15270/,2017/2018,9,8,14,16,8,84,37.0,36.0,4.0,1.8022460828046891,https://en.khl.ru/players/15270/,2018/2019,4.0,5.0,21.0,9.0,12.0,58.0,43.0,63.0,8.0,2.0055710306406684,1.6178797770696463
https://en.khl.ru/players/15270/,2018/2019,4,5,21,9,12,58,43.0,63.0,8.0,2.0055710306406684,https://en.khl.ru/players/15270/,2019/2020,6.0,11.0,33.0,32.0,16.0,72.0,36.0,68.0,6.0,1.6881882721225334,1.4302181049557472
https://en.khl.ru/players/15270/,2019/2020,6,11,33,32,16,72,36.0,68.0,6.0,1.6881882721225334,https://en.khl.ru/players/15270/,2020/2021,7.0,5.0,13.0,23.0,12.0,46.0,28.0,53.0,6.0,1.2657917331043786,1.1971330510444758
https://en.khl.ru/players/15270/,2020/2021,7,5,13,23,12,46,28.0,53.0,6.0,1.2657917331043786,https://en.khl.ru/players/15270/,2021/2022,4.0,7.0,16.0,22.0,20.0,63.0,28.0,70.0,8.0,1.2502148135418456,1.1018710566877812
https://en.khl.ru/players/15276/,2016/2017,0,3,7,7,24,12,16.0,14.0,4.0,0.604551920341394,https://en.khl.ru/players/15276/,2017/2018,1.0,2.0,14.0,12.0,30.0,32.0,15.0,16.0,4.0,0.4144534692613676,0.8341911278622092
https://en.khl.ru/players/15276/,2017/2018,1,2,14,12,30,32,15.0,16.0,4.0,0.4144534692613676,https://en.khl.ru/players/15276/,2018/2019,2.0,2.0,8.0,19.0,40.0,28.0,18.0,31.0,8.0,0.0899213188460097,0.6039755167118259
https://en.khl.ru/players/15285/,2014/2015,8,3,17,19,32,55,18.0,25.0,9.0,0.9933774834437086,https://en.khl.ru/players/15285/,2015/2016,10.0,5.0,19.0,16.0,24.0,71.0,17.0,38.0,5.0,1.6454115758494603,1.3145263297352678
https://en.khl.ru/players/15285/,2015/2016,10,5,19,16,24,71,17.0,38.0,5.0,1.6454115758494603,https://en.khl.ru/players/15285/,2018/2019,11.0,12.0,19.0,29.0,40.0,89.0,9.0,19.0,10.0,1.3748393226401383,1.6410765099130828
https://en.khl.ru/players/15285/,2018/2019,11,12,19,29,40,89,9.0,19.0,10.0,1.3748393226401383,https://en.khl.ru/players/15285/,2019/2020,3.0,8.0,13.0,29.0,41.0,62.0,11.0,36.0,8.0,0.5335428902307884,1.0322248939219762
https://en.khl.ru/players/15307/,2014/2015,2,8,14,3,15,31,22.0,8.0,6.0,3.029607528115676,https://en.khl.ru/players/15307/,2015/2016,9.0,2.0,16.0,27.0,20.0,80.0,20.0,17.0,9.0,1.1447177634758718,1.69050192438553
https://en.khl.ru/players/15307/,2015/2016,9,2,16,27,20,80,20.0,17.0,9.0,1.1447177634758718,https://en.khl.ru/players/15307/,2016/2017,2.0,6.0,13.0,9.0,16.0,60.0,31.0,13.0,5.0,1.3243473910356396,1.3929698812431852
https://en.khl.ru/players/15307/,2016/2017,2,6,13,9,16,60,31.0,13.0,5.0,1.3243473910356396,https://en.khl.ru/players/15307/,2017/2018,12.0,17.0,22.0,21.0,38.0,112.0,32.0,14.0,11.0,2.15465084507592,1.9631582338589366
https://en.khl.ru/players/15307/,2017/2018,12,17,22,21,38,112,32.0,14.0,11.0,2.15465084507592,https://en.khl.ru/players/15307/,2018/2019,2.0,8.0,16.0,18.0,20.0,75.0,19.0,22.0,7.0,0.9924478203147103,1.6155630138662909
https://en.khl.ru/players/15308/,2014/2015,9,8,19,15,18,83,22.0,7.0,8.0,2.903937739574864,https://en.khl.ru/players/15308/,2015/2016,15.0,25.0,34.0,23.0,26.0,149.0,25.0,8.0,14.0,3.1553675545901454,2.7543547867429226
https://en.khl.ru/players/15308/,2015/2016,15,25,34,23,26,149,25.0,8.0,14.0,3.1553675545901454,https://en.khl.ru/players/15308/,2016/2017,17.0,8.0,29.0,17.0,12.0,110.0,11.0,4.0,6.0,3.788345447825552,2.948928552807032
https://en.khl.ru/players/15308/,2016/2017,17,8,29,17,12,110,11.0,4.0,6.0,3.788345447825552,https://en.khl.ru/players/15308/,2017/2018,15.0,11.0,16.0,13.0,18.0,141.0,12.0,8.0,7.0,3.0380548010232338,2.8307539451436505
https://en.khl.ru/players/15308/,2017/2018,15,11,16,13,18,141,12.0,8.0,7.0,3.0380548010232338,https://en.khl.ru/players/15308/,2018/2019,19.0,12.0,17.0,32.0,89.0,156.0,17.0,9.0,13.0,1.9039451114922807,2.419717154020828
https://en.khl.ru/players/15308/,2018/2019,19,12,17,32,89,156,17.0,9.0,13.0,1.9039451114922807,https://en.khl.ru/players/15308/,2019/2020,9.0,5.0,25.0,11.0,6.0,91.0,15.0,4.0,7.0,3.2552131389555266,2.2958206946686115
https://en.khl.ru/players/15308/,2019/2020,9,5,25,11,6,91,15.0,4.0,7.0,3.2552131389555266,https://en.khl.ru/players/15308/,2020/2021,23.0,14.0,26.0,16.0,10.0,122.0,30.0,9.0,11.0,3.5486566114067104,2.816215607765037
https://en.khl.ru/players/15308/,2020/2021,23,14,26,16,10,122,30.0,9.0,11.0,3.5486566114067104,https://en.khl.ru/players/15308/,2021/2022,23.0,19.0,34.0,25.0,14.0,123.0,16.0,6.0,12.0,4.14602913817681,3.252317831327011
https://en.khl.ru/players/15322/,2014/2015,10,16,23,17,40,83,122.0,10.0,26.0,2.225323570459021,https://en.khl.ru/players/15322/,2018/2019,5.0,9.0,27.0,24.0,28.0,91.0,60.0,24.0,8.0,1.3513264044010411,1.7210821501217204
https://en.khl.ru/players/15322/,2018/2019,5,9,27,24,28,91,60.0,24.0,8.0,1.3513264044010411,https://en.khl.ru/players/15322/,2019/2020,6.0,12.0,28.0,34.0,28.0,87.0,63.0,23.0,7.0,1.2793853311246608,1.4791248423400867
https://en.khl.ru/players/15322/,2019/2020,6,12,28,34,28,87,63.0,23.0,7.0,1.2793853311246608,https://en.khl.ru/players/15322/,2020/2021,6.0,11.0,23.0,15.0,37.0,53.0,22.0,5.0,10.0,1.9237862838010384,1.708030486138881
https://en.khl.ru/players/15322/,2020/2021,6,11,23,15,37,53,22.0,5.0,10.0,1.9237862838010384,https://en.khl.ru/players/15322/,2021/2022,3.0,7.0,7.0,10.0,16.0,36.0,18.0,7.0,4.0,1.291787363970876,1.3739527956034534
https://en.khl.ru/players/15323/,2014/2015,5,8,19,22,10,72,33.0,9.0,9.0,1.5053176983910554,https://en.khl.ru/players/15323/,2015/2016,6.0,6.0,23.0,21.0,4.0,84.0,17.0,16.0,10.0,1.4949830523693013,1.7513306893850777
https://en.khl.ru/players/15323/,2015/2016,6,6,23,21,4,84,17.0,16.0,10.0,1.4949830523693013,https://en.khl.ru/players/15323/,2016/2017,15.0,10.0,23.0,30.0,4.0,97.0,16.0,20.0,17.0,1.977919088674755,2.0020387146453413
https://en.khl.ru/players/15323/,2016/2017,15,10,23,30,4,97,16.0,20.0,17.0,1.977919088674755,https://en.khl.ru/players/15323/,2017/2018,5.0,13.0,13.0,25.0,8.0,123.0,24.0,14.0,10.0,1.4621633176571185,1.968489378799098
https://en.khl.ru/players/15323/,2017/2018,5,13,13,25,8,123,24.0,14.0,10.0,1.4621633176571185,https://en.khl.ru/players/15323/,2018/2019,13.0,16.0,31.0,30.0,24.0,147.0,22.0,18.0,13.0,2.2360378245650696,2.2986174041605545
https://en.khl.ru/players/15323/,2018/2019,13,16,31,30,24,147,22.0,18.0,13.0,2.2360378245650696,https://en.khl.ru/players/15323/,2019/2020,20.0,15.0,38.0,34.0,18.0,129.0,8.0,20.0,14.0,2.327590268725165,2.4058610378307757
https://en.khl.ru/players/15323/,2019/2020,20,15,38,34,18,129,8.0,20.0,14.0,2.327590268725165,https://en.khl.ru/players/15323/,2020/2021,10.0,13.0,30.0,18.0,12.0,120.0,6.0,17.0,8.0,2.0023063214173398,2.2490968535040543
